league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2223,2022-08-06 Bristol City-Sunderland,Championship,2,Sat,2022-08-06,15:00,Bristol City,2–3,Sunderland,24543,Ashton Gate Stadium,Keith Stroud,/en/matches/f3b3073c/Bristol-City-Sunderland-August-6-2022-Championship,,f3b3073c
ENG-Championship,2223,2022-08-06 Burnley-Luton Town,Championship,2,Sat,2022-08-06,15:00,Burnley,1–1,Luton Town,19628,Turf Moor,Darren Bond,/en/matches/bf32a77b/Burnley-Luton-Town-August-6-2022-Championship,,bf32a77b
ENG-Championship,2223,2022-08-06 Norwich City-Wigan Athletic,Championship,2,Sat,2022-08-06,12:30,Norwich City,1–1,Wigan Athletic,25595,Carrow Road,Matt Donohue,/en/matches/f0c8e3db/Norwich-City-Wigan-Athletic-August-6-2022-Championship,,f0c8e3db
ENG-Championship,2223,2022-08-06 Preston North End-Hull City,Championship,2,Sat,2022-08-06,15:00,Preston North End,0–0,Hull City,15816,Deepdale Stadium,Jeremy Simpson,/en/matches/2c85ce1a/Preston-North-End-Hull-City-August-6-2022-Championship,,2c85ce1a
ENG-Championship,2223,2022-08-06 QPR-Middlesbrough,Championship,2,Sat,2022-08-06,15:00,QPR,3–2,Middlesbrough,15796,Kiyan Prince Foundation Stadium,Joshua Smith,/en/matches/0c610922/Queens-Park-Rangers-Middlesbrough-August-6-2022-Championship,,0c610922
ENG-Championship,2223,2022-08-06 Reading-Cardiff City,Championship,2,Sat,2022-08-06,15:00,Reading,2–1,Cardiff City,13866,Select Car Leasing Stadium,Darren England,/en/matches/c7d19d79/Reading-Cardiff-City-August-6-2022-Championship,,c7d19d79
ENG-Championship,2223,2022-08-06 Sheffield United-Millwall,Championship,2,Sat,2022-08-06,15:00,Sheffield United,2–0,Millwall,27738,Bramall Lane,David Coote,/en/matches/813eddcd/Sheffield-United-Millwall-August-6-2022-Championship,,813eddcd
ENG-Championship,2223,2022-08-06 Stoke City-Blackpool,Championship,2,Sat,2022-08-06,15:00,Stoke City,2–0,Blackpool,23612,Bet365 Stadium,Robert Madley,/en/matches/7b64b74c/Stoke-City-Blackpool-August-6-2022-Championship,,7b64b74c
ENG-Championship,2223,2022-08-06 Swansea City-Blackburn Rovers,Championship,2,Sat,2022-08-06,15:00,Swansea City,0–3,Blackburn Rovers,16632,Swansea.com Stadium,Steve Martin,/en/matches/8a646f2a/Swansea-City-Blackburn-Rovers-August-6-2022-Championship,,8a646f2a
ENG-Championship,2223,2022-08-08 West Brom-Watford,Championship,2,Mon,2022-08-08,20:00,West Brom,1–1,Watford,22365,The Hawthorns,Tim Robinson,/en/matches/e852efad/West-Bromwich-Albion-Watford-August-8-2022-Championship,,e852efad
ENG-Championship,2223,2022-08-12 Watford-Burnley,Championship,3,Fri,2022-08-12,20:00,Watford,1–0,Burnley,19225,Vicarage Road Stadium,Thomas Bramall,/en/matches/2fb23b8f/Watford-Burnley-August-12-2022-Championship,,2fb23b8f
ENG-Championship,2223,2022-08-13 Blackpool-Swansea City,Championship,3,Sat,2022-08-13,15:00,Blackpool,0–1,Swansea City,11519,Bloomfield Road,Andy Woolmer,/en/matches/ba41f245/Blackpool-Swansea-City-August-13-2022-Championship,,ba41f245
ENG-Championship,2223,2022-08-13 Cardiff City-Birmingham City,Championship,3,Sat,2022-08-13,12:30,Cardiff City,1–0,Birmingham City,18893,Cardiff City Stadium,Darren Bond,/en/matches/c430983b/Cardiff-City-Birmingham-City-August-13-2022-Championship,,c430983b
ENG-Championship,2223,2022-08-13 Huddersfield Town-Stoke City,Championship,3,Sat,2022-08-13,15:00,Huddersfield Town,3–1,Stoke City,18618,The John Smith's Stadium,Matt Donohue,/en/matches/b0ba7052/Huddersfield-Town-Stoke-City-August-13-2022-Championship,,b0ba7052
ENG-Championship,2223,2022-08-13 Hull City-Norwich City,Championship,3,Sat,2022-08-13,15:00,Hull City,2–1,Norwich City,17028,MKM Stadium,James Linington,/en/matches/7bf10507/Hull-City-Norwich-City-August-13-2022-Championship,,7bf10507
ENG-Championship,2223,2022-08-13 Luton Town-Preston North End,Championship,3,Sat,2022-08-13,15:00,Luton Town,0–1,Preston North End,9740,Kenilworth Road Stadium,Dean Whitestone,/en/matches/530d1770/Luton-Town-Preston-North-End-August-13-2022-Championship,,530d1770
ENG-Championship,2223,2022-08-13 Millwall-Coventry City,Championship,3,Sat,2022-08-13,15:00,Millwall,3–2,Coventry City,13880,The Den,Robert Madley,/en/matches/0d73300d/Millwall-Coventry-City-August-13-2022-Championship,,0d73300d
ENG-Championship,2223,2022-08-13 Rotherham United-Reading,Championship,3,Sat,2022-08-13,15:00,Rotherham United,4–0,Reading,9263,AESSEAL New York Stadium,Steve Martin,/en/matches/d34b5683/Rotherham-United-Reading-August-13-2022-Championship,,d34b5683
ENG-Championship,2223,2022-08-13 Sunderland-QPR,Championship,3,Sat,2022-08-13,15:00,Sunderland,2–2,QPR,37884,Stadium of Light,Jeremy Simpson,/en/matches/04249b82/Sunderland-Queens-Park-Rangers-August-13-2022-Championship,,04249b82
ENG-Championship,2223,2022-08-13 Wigan Athletic-Bristol City,Championship,3,Sat,2022-08-13,15:00,Wigan Athletic,1–1,Bristol City,9822,The DW Stadium,John Busby,/en/matches/bc89a13b/Wigan-Athletic-Bristol-City-August-13-2022-Championship,,bc89a13b
ENG-Championship,2223,2022-08-14 Blackburn Rovers-West Brom,Championship,3,Sun,2022-08-14,15:00,Blackburn Rovers,2–1,West Brom,14970,Ewood Park,Joshua Smith,/en/matches/4a51252f/Blackburn-Rovers-West-Bromwich-Albion-August-14-2022-Championship,,4a51252f
ENG-Championship,2223,2022-08-14 Middlesbrough-Sheffield United,Championship,3,Sun,2022-08-14,14:00,Middlesbrough,2–2,Sheffield United,26056,Riverside Stadium,Andre Marriner,/en/matches/e7230924/Middlesbrough-Sheffield-United-August-14-2022-Championship,,e7230924
ENG-Championship,2223,2022-08-16 Birmingham City-Watford,Championship,4,Tue,2022-08-16,19:45,Birmingham City,1–1,Watford,16811,St Andrew's Trillion Trophy Stadium,David Webb,/en/matches/2d24ee36/Birmingham-City-Watford-August-16-2022-Championship,,2d24ee36
ENG-Championship,2223,2022-08-16 Bristol City-Luton Town,Championship,4,Tue,2022-08-16,19:45,Bristol City,2–0,Luton Town,17329,Ashton Gate Stadium,Leigh Doughty,/en/matches/5a983594/Bristol-City-Luton-Town-August-16-2022-Championship,,5a983594
ENG-Championship,2223,2022-08-16 Burnley-Hull City,Championship,4,Tue,2022-08-16,19:45,Burnley,1–1,Hull City,18209,Turf Moor,Robert Madley,/en/matches/aa3e8a7e/Burnley-Hull-City-August-16-2022-Championship,,aa3e8a7e
ENG-Championship,2223,2022-08-16 Norwich City-Huddersfield Town,Championship,4,Tue,2022-08-16,19:45,Norwich City,2–1,Huddersfield Town,25369,Carrow Road,Joshua Smith,/en/matches/0a4929d2/Norwich-City-Huddersfield-Town-August-16-2022-Championship,,0a4929d2
ENG-Championship,2223,2022-08-16 Preston North End-Rotherham United,Championship,4,Tue,2022-08-16,19:45,Preston North End,0–0,Rotherham United,14479,Deepdale Stadium,Oliver Langford,/en/matches/2c58d22e/Preston-North-End-Rotherham-United-August-16-2022-Championship,,2c58d22e
ENG-Championship,2223,2022-08-16 QPR-Blackpool,Championship,4,Tue,2022-08-16,20:00,QPR,0–1,Blackpool,12575,Kiyan Prince Foundation Stadium,Andrew Davies,/en/matches/e5765f33/Queens-Park-Rangers-Blackpool-August-16-2022-Championship,,e5765f33
ENG-Championship,2223,2022-08-16 Swansea City-Millwall,Championship,4,Tue,2022-08-16,19:45,Swansea City,2–2,Millwall,16068,Swansea.com Stadium,Gavin Ward,/en/matches/673cd4a6/Swansea-City-Millwall-August-16-2022-Championship,,673cd4a6
ENG-Championship,2223,2022-08-17 Reading-Blackburn Rovers,Championship,4,Wed,2022-08-17,20:00,Reading,3–0,Blackburn Rovers,11780,Select Car Leasing Stadium,Keith Stroud,/en/matches/cf53e3e1/Reading-Blackburn-Rovers-August-17-2022-Championship,,cf53e3e1
ENG-Championship,2223,2022-08-17 Sheffield United-Sunderland,Championship,4,Wed,2022-08-17,20:00,Sheffield United,2–1,Sunderland,28197,Bramall Lane,James Linington,/en/matches/a489f067/Sheffield-United-Sunderland-August-17-2022-Championship,,a489f067
ENG-Championship,2223,2022-08-17 Stoke City-Middlesbrough,Championship,4,Wed,2022-08-17,19:45,Stoke City,2–2,Middlesbrough,18345,Bet365 Stadium,Michael Salisbury,/en/matches/957c7c70/Stoke-City-Middlesbrough-August-17-2022-Championship,,957c7c70
ENG-Championship,2223,2022-08-17 West Brom-Cardiff City,Championship,4,Wed,2022-08-17,20:00,West Brom,0–0,Cardiff City,21820,The Hawthorns,Andy Madley,/en/matches/bcdf1fee/West-Bromwich-Albion-Cardiff-City-August-17-2022-Championship,,bcdf1fee
ENG-Championship,2223,2022-08-19 Norwich City-Millwall,Championship,5,Fri,2022-08-19,20:00,Norwich City,2–0,Millwall,26214,Carrow Road,Robert Jones,/en/matches/5014504d/Norwich-City-Millwall-August-19-2022-Championship,,5014504d
ENG-Championship,2223,2022-08-20 Birmingham City-Wigan Athletic,Championship,5,Sat,2022-08-20,15:00,Birmingham City,0–1,Wigan Athletic,16013,St Andrew's Trillion Trophy Stadium,Andrew Davies,/en/matches/61825f8d/Birmingham-City-Wigan-Athletic-August-20-2022-Championship,,61825f8d
ENG-Championship,2223,2022-08-20 Burnley-Blackpool,Championship,5,Sat,2022-08-20,15:00,Burnley,3–3,Blackpool,20620,Turf Moor,Keith Stroud,/en/matches/74ca79e8/Burnley-Blackpool-August-20-2022-Championship,,74ca79e8
ENG-Championship,2223,2022-08-20 Preston North End-Watford,Championship,5,Sat,2022-08-20,15:00,Preston North End,0–0,Watford,15317,Deepdale Stadium,Darren Bond,/en/matches/a0a52800/Preston-North-End-Watford-August-20-2022-Championship,,a0a52800
ENG-Championship,2223,2022-08-20 QPR-Rotherham United,Championship,5,Sat,2022-08-20,15:00,QPR,1–1,Rotherham United,12230,Kiyan Prince Foundation Stadium,Andy Woolmer,/en/matches/a127597d/Queens-Park-Rangers-Rotherham-United-August-20-2022-Championship,,a127597d
ENG-Championship,2223,2022-08-20 Reading-Middlesbrough,Championship,5,Sat,2022-08-20,15:00,Reading,1–0,Middlesbrough,12318,Select Car Leasing Stadium,James Linington,/en/matches/158a5bf7/Reading-Middlesbrough-August-20-2022-Championship,,158a5bf7
ENG-Championship,2223,2022-08-20 Sheffield United-Blackburn Rovers,Championship,5,Sat,2022-08-20,15:00,Sheffield United,3–0,Blackburn Rovers,27850,Bramall Lane,Leigh Doughty,/en/matches/1720082f/Sheffield-United-Blackburn-Rovers-August-20-2022-Championship,,1720082f
ENG-Championship,2223,2022-08-20 Stoke City-Sunderland,Championship,5,Sat,2022-08-20,15:00,Stoke City,0–1,Sunderland,21230,Bet365 Stadium,Oliver Langford,/en/matches/59fab04e/Stoke-City-Sunderland-August-20-2022-Championship,,59fab04e
ENG-Championship,2223,2022-08-20 Swansea City-Luton Town,Championship,5,Sat,2022-08-20,15:00,Swansea City,0–2,Luton Town,16323,Swansea.com Stadium,John Busby,/en/matches/8edceb37/Swansea-City-Luton-Town-August-20-2022-Championship,,8edceb37
ENG-Championship,2223,2022-08-20 West Brom-Hull City,Championship,5,Sat,2022-08-20,15:00,West Brom,5–2,Hull City,22003,The Hawthorns,James Bell,/en/matches/b86c5165/West-Bromwich-Albion-Hull-City-August-20-2022-Championship,,b86c5165
ENG-Championship,2223,2022-08-21 Bristol City-Cardiff City,Championship,5,Sun,2022-08-21,12:00,Bristol City,2–0,Cardiff City,21649,Ashton Gate Stadium,Thomas Bramall,/en/matches/aae38626/Bristol-City-Cardiff-City-August-21-2022-Championship,,aae38626
ENG-Championship,2223,2022-08-26 Luton Town-Sheffield United,Championship,6,Fri,2022-08-26,20:00,Luton Town,1–1,Sheffield United,9882,Kenilworth Road Stadium,David Webb,/en/matches/caf0bf47/Luton-Town-Sheffield-United-August-26-2022-Championship,,caf0bf47
ENG-Championship,2223,2022-08-27 Blackburn Rovers-Stoke City,Championship,6,Sat,2022-08-27,15:00,Blackburn Rovers,0–1,Stoke City,13371,Ewood Park,Leigh Doughty,/en/matches/0a66d482/Blackburn-Rovers-Stoke-City-August-27-2022-Championship,,0a66d482
ENG-Championship,2223,2022-08-27 Blackpool-Bristol City,Championship,6,Sat,2022-08-27,15:00,Blackpool,3–3,Bristol City,10804,Bloomfield Road,Jeremy Simpson,/en/matches/4aedb770/Blackpool-Bristol-City-August-27-2022-Championship,,4aedb770
ENG-Championship,2223,2022-08-27 Cardiff City-Preston North End,Championship,6,Sat,2022-08-27,15:00,Cardiff City,0–0,Preston North End,17922,Cardiff City Stadium,Andy Woolmer,/en/matches/acb985cc/Cardiff-City-Preston-North-End-August-27-2022-Championship,,acb985cc
ENG-Championship,2223,2022-08-27 Huddersfield Town-West Brom,Championship,6,Sat,2022-08-27,15:00,Huddersfield Town,2–2,West Brom,18696,The John Smith's Stadium,Andrew Davies,/en/matches/987effc9/Huddersfield-Town-West-Bromwich-Albion-August-27-2022-Championship,,987effc9
ENG-Championship,2223,2022-08-27 Hull City-Coventry City,Championship,6,Sat,2022-08-27,15:00,Hull City,3–2,Coventry City,17874,MKM Stadium,Oliver Langford,/en/matches/e9bd14df/Hull-City-Coventry-City-August-27-2022-Championship,,e9bd14df
ENG-Championship,2223,2022-08-27 Middlesbrough-Swansea City,Championship,6,Sat,2022-08-27,15:00,Middlesbrough,2–1,Swansea City,23672,Riverside Stadium,Robert Madley,/en/matches/1b6dd67b/Middlesbrough-Swansea-City-August-27-2022-Championship,,1b6dd67b
ENG-Championship,2223,2022-08-27 Millwall-Reading,Championship,6,Sat,2022-08-27,15:00,Millwall,0–1,Reading,14352,The Den,Chris Kavanagh,/en/matches/52eee350/Millwall-Reading-August-27-2022-Championship,,52eee350
ENG-Championship,2223,2022-08-27 Rotherham United-Birmingham City,Championship,6,Sat,2022-08-27,15:00,Rotherham United,2–0,Birmingham City,11027,AESSEAL New York Stadium,Gavin Ward,/en/matches/3247e1db/Rotherham-United-Birmingham-City-August-27-2022-Championship,,3247e1db
ENG-Championship,2223,2022-08-27 Sunderland-Norwich City,Championship,6,Sat,2022-08-27,12:30,Sunderland,0–1,Norwich City,36440,Stadium of Light,Tim Robinson,/en/matches/29cfc220/Sunderland-Norwich-City-August-27-2022-Championship,,29cfc220
ENG-Championship,2223,2022-08-27 Watford-QPR,Championship,6,Sat,2022-08-27,15:00,Watford,2–3,QPR,19977,Vicarage Road Stadium,Keith Stroud,/en/matches/e06e1131/Watford-Queens-Park-Rangers-August-27-2022-Championship,,e06e1131
ENG-Championship,2223,2022-08-27 Wigan Athletic-Burnley,Championship,6,Sat,2022-08-27,15:00,Wigan Athletic,1–5,Burnley,14506,The DW Stadium,James Bell,/en/matches/0344abd0/Wigan-Athletic-Burnley-August-27-2022-Championship,,0344abd0
ENG-Championship,2223,2022-08-30 Birmingham City-Norwich City,Championship,7,Tue,2022-08-30,19:45,Birmingham City,1–2,Norwich City,16156,St Andrew's Trillion Trophy Stadium,Keith Stroud,/en/matches/09afd026/Birmingham-City-Norwich-City-August-30-2022-Championship,,09afd026
ENG-Championship,2223,2022-08-30 Burnley-Millwall,Championship,7,Tue,2022-08-30,19:45,Burnley,2–0,Millwall,18732,Turf Moor,Leigh Doughty,/en/matches/dc8b3015/Burnley-Millwall-August-30-2022-Championship,,dc8b3015
ENG-Championship,2223,2022-08-30 Cardiff City-Luton Town,Championship,7,Tue,2022-08-30,19:45,Cardiff City,1–2,Luton Town,7202,Cardiff City Stadium,James Linington,/en/matches/015aa052/Cardiff-City-Luton-Town-August-30-2022-Championship,,015aa052
ENG-Championship,2223,2022-08-30 QPR-Hull City,Championship,7,Tue,2022-08-30,19:45,QPR,3–1,Hull City,12716,Kiyan Prince Foundation Stadium,Steve Martin,/en/matches/03380f6e/Queens-Park-Rangers-Hull-City-August-30-2022-Championship,,03380f6e
ENG-Championship,2223,2022-08-30 Sheffield United-Reading,Championship,7,Tue,2022-08-30,19:45,Sheffield United,4–0,Reading,27810,Bramall Lane,Gavin Ward,/en/matches/0b60da71/Sheffield-United-Reading-August-30-2022-Championship,,0b60da71
ENG-Championship,2223,2022-08-30 Watford-Middlesbrough,Championship,7,Tue,2022-08-30,20:00,Watford,2–1,Middlesbrough,20022,Vicarage Road Stadium,Chris Kavanagh,/en/matches/65d60e08/Watford-Middlesbrough-August-30-2022-Championship,,65d60e08
ENG-Championship,2223,2022-08-30 Wigan Athletic-West Brom,Championship,7,Tue,2022-08-30,19:45,Wigan Athletic,1–1,West Brom,10526,The DW Stadium,Andy Woolmer,/en/matches/f7aa4988/Wigan-Athletic-West-Bromwich-Albion-August-30-2022-Championship,,f7aa4988
ENG-Championship,2223,2022-08-31 Blackpool-Blackburn Rovers,Championship,7,Wed,2022-08-31,20:00,Blackpool,0–1,Blackburn Rovers,33383,Bloomfield Road,Matt Donohue,/en/matches/829eb8cd/Blackpool-Blackburn-Rovers-August-31-2022-Championship,,829eb8cd
ENG-Championship,2223,2022-08-31 Bristol City-Huddersfield Town,Championship,7,Wed,2022-08-31,19:45,Bristol City,2–0,Huddersfield Town,18569,Ashton Gate Stadium,Darren Bond,/en/matches/911f1100/Bristol-City-Huddersfield-Town-August-31-2022-Championship,,911f1100
ENG-Championship,2223,2022-08-31 Coventry City-Preston North End,Championship,7,Wed,2022-08-31,19:45,Coventry City,0–1,Preston North End,18913,Coventry Building Society Arena,John Busby,/en/matches/b378268b/Coventry-City-Preston-North-End-August-31-2022-Championship,,b378268b
ENG-Championship,2223,2022-08-31 Stoke City-Swansea City,Championship,7,Wed,2022-08-31,19:45,Stoke City,1–1,Swansea City,18697,Bet365 Stadium,David Webb,/en/matches/880124fc/Stoke-City-Swansea-City-August-31-2022-Championship,,880124fc
ENG-Championship,2223,2022-08-31 Sunderland-Rotherham United,Championship,7,Wed,2022-08-31,19:45,Sunderland,3–0,Rotherham United,36530,Stadium of Light,Tony Harrington,/en/matches/b6049a2d/Sunderland-Rotherham-United-August-31-2022-Championship,,b6049a2d
ENG-Championship,2223,2022-09-02 West Brom-Burnley,Championship,8,Fri,2022-09-02,20:00,West Brom,1–1,Burnley,22303,The Hawthorns,James Linington,/en/matches/9f0e0aca/West-Bromwich-Albion-Burnley-September-2-2022-Championship,,9f0e0aca
ENG-Championship,2223,2022-09-03 Blackburn Rovers-Bristol City,Championship,8,Sat,2022-09-03,15:00,Blackburn Rovers,2–3,Bristol City,12502,Ewood Park,Tim Robinson,/en/matches/fba336c5/Blackburn-Rovers-Bristol-City-September-3-2022-Championship,,fba336c5
ENG-Championship,2223,2022-09-03 Luton Town-Wigan Athletic,Championship,8,Sat,2022-09-03,15:00,Luton Town,1–2,Wigan Athletic,9885,Kenilworth Road Stadium,Chris Kavanagh,/en/matches/79b06c22/Luton-Town-Wigan-Athletic-September-3-2022-Championship,,79b06c22
ENG-Championship,2223,2022-09-03 Millwall-Cardiff City,Championship,8,Sat,2022-09-03,15:00,Millwall,2–0,Cardiff City,13010,The Den,Jeremy Simpson,/en/matches/3bc7bd43/Millwall-Cardiff-City-September-3-2022-Championship,,3bc7bd43
ENG-Championship,2223,2022-09-03 Norwich City-Coventry City,Championship,8,Sat,2022-09-03,15:00,Norwich City,3–0,Coventry City,26487,Carrow Road,Gavin Ward,/en/matches/cf03d2eb/Norwich-City-Coventry-City-September-3-2022-Championship,,cf03d2eb
ENG-Championship,2223,2022-09-03 Preston North End-Birmingham City,Championship,8,Sat,2022-09-03,15:00,Preston North End,0–1,Birmingham City,16098,Deepdale Stadium,James Bell,/en/matches/403198f6/Preston-North-End-Birmingham-City-September-3-2022-Championship,,403198f6
ENG-Championship,2223,2022-09-03 Rotherham United-Watford,Championship,8,Sat,2022-09-03,15:00,Rotherham United,1–1,Watford,10607,AESSEAL New York Stadium,Leigh Doughty,/en/matches/9c789465/Rotherham-United-Watford-September-3-2022-Championship,,9c789465
ENG-Championship,2223,2022-09-03 Swansea City-QPR,Championship,8,Sat,2022-09-03,15:00,Swansea City,1–0,QPR,15935,Swansea.com Stadium,Oliver Langford,/en/matches/9ece3abb/Swansea-City-Queens-Park-Rangers-September-3-2022-Championship,,9ece3abb
ENG-Championship,2223,2022-09-04 Huddersfield Town-Blackpool,Championship,8,Sun,2022-09-04,15:00,Huddersfield Town,0–1,Blackpool,18195,The John Smith's Stadium,John Busby,/en/matches/d12cb4da/Huddersfield-Town-Blackpool-September-4-2022-Championship,,d12cb4da
ENG-Championship,2223,2022-09-04 Hull City-Sheffield United,Championship,8,Sun,2022-09-04,15:00,Hull City,0–2,Sheffield United,20426,MKM Stadium,Matt Donohue,/en/matches/9bd1edfe/Hull-City-Sheffield-United-September-4-2022-Championship,,9bd1edfe
ENG-Championship,2223,2022-09-04 Reading-Stoke City,Championship,8,Sun,2022-09-04,12:00,Reading,2–1,Stoke City,12292,Select Car Leasing Stadium,David Coote,/en/matches/b1180c37/Reading-Stoke-City-September-4-2022-Championship,,b1180c37
ENG-Championship,2223,2022-09-05 Middlesbrough-Sunderland,Championship,8,Mon,2022-09-05,20:00,Middlesbrough,1–0,Sunderland,30391,Riverside Stadium,Darren Bond,/en/matches/f789002c/Middlesbrough-Sunderland-September-5-2022-Championship,,f789002c
ENG-Championship,2223,2022-09-13 Blackburn Rovers-Watford,Championship,10,Tue,2022-09-13,19:45,Blackburn Rovers,2–0,Watford,11803,Ewood Park,Steve Martin,/en/matches/1e8e7e27/Blackburn-Rovers-Watford-September-13-2022-Championship,,1e8e7e27
ENG-Championship,2223,2022-09-13 Huddersfield Town-Wigan Athletic,Championship,10,Tue,2022-09-13,19:45,Huddersfield Town,1–2,Wigan Athletic,17941,The John Smith's Stadium,Jeremy Simpson,/en/matches/79305252/Huddersfield-Town-Wigan-Athletic-September-13-2022-Championship,,79305252
ENG-Championship,2223,2022-09-13 Hull City-Stoke City,Championship,10,Tue,2022-09-13,19:45,Hull City,0–3,Stoke City,15627,MKM Stadium,Leigh Doughty,/en/matches/12b4f1d0/Hull-City-Stoke-City-September-13-2022-Championship,,12b4f1d0
ENG-Championship,2223,2022-09-13 Middlesbrough-Cardiff City,Championship,10,Tue,2022-09-13,19:45,Middlesbrough,2–3,Cardiff City,22124,Riverside Stadium,Darren Bond,/en/matches/8131c5b4/Middlesbrough-Cardiff-City-September-13-2022-Championship,,8131c5b4
ENG-Championship,2223,2022-09-13 Preston North End-Burnley,Championship,10,Tue,2022-09-13,20:00,Preston North End,1–1,Burnley,20212,Deepdale Stadium,Peter Bankes,/en/matches/de0c64ab/Preston-North-End-Burnley-September-13-2022-Championship,,de0c64ab
ENG-Championship,2223,2022-09-13 Swansea City-Sheffield United,Championship,10,Tue,2022-09-13,19:45,Swansea City,0–1,Sheffield United,15458,Swansea.com Stadium,Darren Bond,/en/matches/3037ea2b/Swansea-City-Sheffield-United-September-13-2022-Championship,,3037ea2b
ENG-Championship,2223,2022-09-14 Luton Town-Coventry City,Championship,10,Wed,2022-09-14,19:45,Luton Town,2–2,Coventry City,9546,Kenilworth Road Stadium,Andrew Davies,/en/matches/212a5027/Luton-Town-Coventry-City-September-14-2022-Championship,,212a5027
ENG-Championship,2223,2022-09-14 Millwall-QPR,Championship,10,Wed,2022-09-14,19:45,Millwall,0–2,QPR,13384,The Den,Tim Robinson,/en/matches/3039ff81/Millwall-Queens-Park-Rangers-September-14-2022-Championship,,3039ff81
ENG-Championship,2223,2022-09-14 Norwich City-Bristol City,Championship,10,Wed,2022-09-14,19:45,Norwich City,3–2,Bristol City,35287,Carrow Road,David Webb,/en/matches/e82bcf87/Norwich-City-Bristol-City-September-14-2022-Championship,,e82bcf87
ENG-Championship,2223,2022-09-14 Reading-Sunderland,Championship,10,Wed,2022-09-14,20:00,Reading,0–3,Sunderland,12061,Select Car Leasing Stadium,Matt Donohue,/en/matches/39f4f408/Reading-Sunderland-September-14-2022-Championship,,39f4f408
