league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2223,2022-09-14 Rotherham United-Blackpool,Championship,10,Wed,2022-09-14,19:45,Rotherham United,3–0,Blackpool,9105,AESSEAL New York Stadium,Michael Salisbury,/en/matches/8d78dc07/Rotherham-United-Blackpool-September-14-2022-Championship,,8d78dc07
ENG-Championship,2223,2022-09-14 West Brom-Birmingham City,Championship,10,Wed,2022-09-14,20:00,West Brom,2–3,Birmingham City,23089,The Hawthorns,Joshua Smith,/en/matches/fb0c5d0a/West-Bromwich-Albion-Birmingham-City-September-14-2022-Championship,,fb0c5d0a
ENG-Championship,2223,2022-09-17 Birmingham City-Coventry City,Championship,11,Sat,2022-09-17,15:00,Birmingham City,0–0,Coventry City,16633,St Andrew's Trillion Trophy Stadium,Graham Scott,/en/matches/1f091957/Birmingham-City-Coventry-City-September-17-2022-Championship,,1f091957
ENG-Championship,2223,2022-09-17 Burnley-Bristol City,Championship,11,Sat,2022-09-17,15:00,Burnley,2–1,Bristol City,19742,Turf Moor,Oliver Langford,/en/matches/366a9fd8/Burnley-Bristol-City-September-17-2022-Championship,,366a9fd8
ENG-Championship,2223,2022-09-17 Huddersfield Town-Cardiff City,Championship,11,Sat,2022-09-17,15:00,Huddersfield Town,1–0,Cardiff City,19193,The John Smith's Stadium,Dean Whitestone,/en/matches/6e20a7b6/Huddersfield-Town-Cardiff-City-September-17-2022-Championship,,6e20a7b6
ENG-Championship,2223,2022-09-17 Luton Town-Blackburn Rovers,Championship,11,Sat,2022-09-17,15:00,Luton Town,2–0,Blackburn Rovers,9839,Kenilworth Road Stadium,Joshua Smith,/en/matches/557aeb6e/Luton-Town-Blackburn-Rovers-September-17-2022-Championship,,557aeb6e
ENG-Championship,2223,2022-09-17 Middlesbrough-Rotherham United,Championship,11,Sat,2022-09-17,19:45,Middlesbrough,0–0,Rotherham United,22960,Riverside Stadium,Tim Robinson,/en/matches/df39a19c/Middlesbrough-Rotherham-United-September-17-2022-Championship,,df39a19c
ENG-Championship,2223,2022-09-17 Millwall-Blackpool,Championship,11,Sat,2022-09-17,15:00,Millwall,2–1,Blackpool,11463,The Den,Darren Bond,/en/matches/482d7884/Millwall-Blackpool-September-17-2022-Championship,,482d7884
ENG-Championship,2223,2022-09-17 Norwich City-West Brom,Championship,11,Sat,2022-09-17,15:00,Norwich City,1–1,West Brom,26303,Carrow Road,Thomas Bramall,/en/matches/3c099582/Norwich-City-West-Bromwich-Albion-September-17-2022-Championship,,3c099582
ENG-Championship,2223,2022-09-17 Preston North End-Sheffield United,Championship,11,Sat,2022-09-17,15:00,Preston North End,0–2,Sheffield United,18412,Deepdale Stadium,Jeremy Simpson,/en/matches/d36f9552/Preston-North-End-Sheffield-United-September-17-2022-Championship,,d36f9552
ENG-Championship,2223,2022-09-17 QPR-Stoke City,Championship,11,Sat,2022-09-17,15:00,QPR,0–0,Stoke City,14174,Kiyan Prince Foundation Stadium,Matt Donohue,/en/matches/2eb576e4/Queens-Park-Rangers-Stoke-City-September-17-2022-Championship,,2eb576e4
ENG-Championship,2223,2022-09-17 Swansea City-Hull City,Championship,11,Sat,2022-09-17,12:30,Swansea City,3–0,Hull City,15207,Swansea.com Stadium,Keith Stroud,/en/matches/84b4d837/Swansea-City-Hull-City-September-17-2022-Championship,,84b4d837
ENG-Championship,2223,2022-09-17 Watford-Sunderland,Championship,11,Sat,2022-09-17,15:00,Watford,2–2,Sunderland,19767,Vicarage Road Stadium,Robert Madley,/en/matches/2a1ce2f9/Watford-Sunderland-September-17-2022-Championship,,2a1ce2f9
ENG-Championship,2223,2022-09-17 Wigan Athletic-Reading,Championship,11,Sat,2022-09-17,15:00,Wigan Athletic,0–1,Reading,10113,The DW Stadium,David Webb,/en/matches/8c951476/Wigan-Athletic-Reading-September-17-2022-Championship,,8c951476
ENG-Championship,2223,2022-09-30 Hull City-Luton Town,Championship,12,Fri,2022-09-30,20:00,Hull City,0–2,Luton Town,15730,MKM Stadium,James Linington,/en/matches/1e0b6356/Hull-City-Luton-Town-September-30-2022-Championship,,1e0b6356
ENG-Championship,2223,2022-10-01 Blackburn Rovers-Millwall,Championship,12,Sat,2022-10-01,15:00,Blackburn Rovers,2–1,Millwall,12164,Ewood Park,David Webb,/en/matches/c03a242c/Blackburn-Rovers-Millwall-October-1-2022-Championship,,c03a242c
ENG-Championship,2223,2022-10-01 Blackpool-Norwich City,Championship,12,Sat,2022-10-01,15:00,Blackpool,0–1,Norwich City,11594,Bloomfield Road,David Coote,/en/matches/e95bd82c/Blackpool-Norwich-City-October-1-2022-Championship,,e95bd82c
ENG-Championship,2223,2022-10-01 Bristol City-QPR,Championship,12,Sat,2022-10-01,15:00,Bristol City,1–2,QPR,21665,Ashton Gate Stadium,Jeremy Simpson,/en/matches/db570c73/Bristol-City-Queens-Park-Rangers-October-1-2022-Championship,,db570c73
ENG-Championship,2223,2022-10-01 Cardiff City-Burnley,Championship,12,Sat,2022-10-01,15:00,Cardiff City,1–1,Burnley,18508,Cardiff City Stadium,Gavin Ward,/en/matches/22eb30c2/Cardiff-City-Burnley-October-1-2022-Championship,,22eb30c2
ENG-Championship,2223,2022-10-01 Coventry City-Middlesbrough,Championship,12,Sat,2022-10-01,15:00,Coventry City,1–0,Middlesbrough,19788,Coventry Building Society Arena,Steve Martin,/en/matches/7efa3aa3/Coventry-City-Middlesbrough-October-1-2022-Championship,,7efa3aa3
ENG-Championship,2223,2022-10-01 Reading-Huddersfield Town,Championship,12,Sat,2022-10-01,15:00,Reading,3–1,Huddersfield Town,16684,Select Car Leasing Stadium,Oliver Langford,/en/matches/30cf2f63/Reading-Huddersfield-Town-October-1-2022-Championship,,30cf2f63
ENG-Championship,2223,2022-10-01 Rotherham United-Wigan Athletic,Championship,12,Sat,2022-10-01,15:00,Rotherham United,0–2,Wigan Athletic,10761,AESSEAL New York Stadium,Andrew Davies,/en/matches/62c322e2/Rotherham-United-Wigan-Athletic-October-1-2022-Championship,,62c322e2
ENG-Championship,2223,2022-10-01 Sheffield United-Birmingham City,Championship,12,Sat,2022-10-01,15:00,Sheffield United,1–1,Birmingham City,29927,Bramall Lane,Darren Bond,/en/matches/6f76c3dc/Sheffield-United-Birmingham-City-October-1-2022-Championship,,6f76c3dc
ENG-Championship,2223,2022-10-01 Sunderland-Preston North End,Championship,12,Sat,2022-10-01,15:00,Sunderland,0–0,Preston North End,41825,Stadium of Light,Andy Woolmer,/en/matches/e087f7b7/Sunderland-Preston-North-End-October-1-2022-Championship,,e087f7b7
ENG-Championship,2223,2022-10-01 West Brom-Swansea City,Championship,12,Sat,2022-10-01,15:00,West Brom,2–3,Swansea City,22369,The Hawthorns,Graham Scott,/en/matches/c1b156e6/West-Bromwich-Albion-Swansea-City-October-1-2022-Championship,,c1b156e6
ENG-Championship,2223,2022-10-02 Stoke City-Watford,Championship,12,Sun,2022-10-02,12:00,Stoke City,0–4,Watford,19905,Bet365 Stadium,Joshua Smith,/en/matches/5733d2a9/Stoke-City-Watford-October-2-2022-Championship,,5733d2a9
ENG-Championship,2223,2022-10-04 Bristol City-Coventry City,Championship,13,Tue,2022-10-04,19:45,Bristol City,0–0,Coventry City,18658,Ashton Gate Stadium,James Bell,/en/matches/f286c4ee/Bristol-City-Coventry-City-October-4-2022-Championship,,f286c4ee
ENG-Championship,2223,2022-10-04 Cardiff City-Blackburn Rovers,Championship,13,Tue,2022-10-04,20:00,Cardiff City,1–0,Blackburn Rovers,16150,Cardiff City Stadium,John Brooks,/en/matches/48b1e85d/Cardiff-City-Blackburn-Rovers-October-4-2022-Championship,,48b1e85d
ENG-Championship,2223,2022-10-04 Luton Town-Huddersfield Town,Championship,13,Tue,2022-10-04,19:45,Luton Town,3–3,Huddersfield Town,9073,Kenilworth Road Stadium,Leigh Doughty,/en/matches/3ac55cd6/Luton-Town-Huddersfield-Town-October-4-2022-Championship,,3ac55cd6
ENG-Championship,2223,2022-10-04 Reading-Norwich City,Championship,13,Tue,2022-10-04,20:00,Reading,1–1,Norwich City,11978,Select Car Leasing Stadium,Darren Bond,/en/matches/db87955a/Reading-Norwich-City-October-4-2022-Championship,,db87955a
ENG-Championship,2223,2022-10-04 Sheffield United-QPR,Championship,13,Tue,2022-10-04,19:45,Sheffield United,0–1,QPR,26636,Bramall Lane,James Linington,/en/matches/1b742c6e/Sheffield-United-Queens-Park-Rangers-October-4-2022-Championship,,1b742c6e
ENG-Championship,2223,2022-10-04 Sunderland-Blackpool,Championship,13,Tue,2022-10-04,19:45,Sunderland,0–0,Blackpool,35900,Stadium of Light,Jeremy Simpson,/en/matches/b4e72b50/Sunderland-Blackpool-October-4-2022-Championship,,b4e72b50
ENG-Championship,2223,2022-10-05 Burnley-Stoke City,Championship,13,Wed,2022-10-05,19:45,Burnley,1–1,Stoke City,18131,Turf Moor,David Webb,/en/matches/c0f22f4d/Burnley-Stoke-City-October-5-2022-Championship,,c0f22f4d
ENG-Championship,2223,2022-10-05 Hull City-Wigan Athletic,Championship,13,Wed,2022-10-05,19:45,Hull City,2–1,Wigan Athletic,14669,MKM Stadium,Andy Woolmer,/en/matches/618c52a1/Hull-City-Wigan-Athletic-October-5-2022-Championship,,618c52a1
ENG-Championship,2223,2022-10-05 Middlesbrough-Birmingham City,Championship,13,Wed,2022-10-05,19:45,Middlesbrough,1–0,Birmingham City,22374,Riverside Stadium,Michael Salisbury,/en/matches/a26a1845/Middlesbrough-Birmingham-City-October-5-2022-Championship,,a26a1845
ENG-Championship,2223,2022-10-05 Preston North End-West Brom,Championship,13,Wed,2022-10-05,20:00,Preston North End,1–0,West Brom,13924,Deepdale Stadium,Joshua Smith,/en/matches/17f7f3a4/Preston-North-End-West-Bromwich-Albion-October-5-2022-Championship,,17f7f3a4
ENG-Championship,2223,2022-10-05 Rotherham United-Millwall,Championship,13,Wed,2022-10-05,19:45,Rotherham United,1–1,Millwall,8618,AESSEAL New York Stadium,Dean Whitestone,/en/matches/f06b2355/Rotherham-United-Millwall-October-5-2022-Championship,,f06b2355
ENG-Championship,2223,2022-10-05 Watford-Swansea City,Championship,13,Wed,2022-10-05,19:45,Watford,1–2,Swansea City,17231,Vicarage Road Stadium,Tim Robinson,/en/matches/dfa8b214/Watford-Swansea-City-October-5-2022-Championship,,dfa8b214
ENG-Championship,2223,2022-10-07 QPR-Reading,Championship,14,Fri,2022-10-07,20:00,QPR,2–1,Reading,16656,Kiyan Prince Foundation Stadium,Thomas Bramall,/en/matches/bf93ce45/Queens-Park-Rangers-Reading-October-7-2022-Championship,,bf93ce45
ENG-Championship,2223,2022-10-08 Birmingham City-Bristol City,Championship,14,Sat,2022-10-08,15:00,Birmingham City,3–0,Bristol City,3107,St Andrew's Trillion Trophy Stadium,James Linington,/en/matches/87cbec5d/Birmingham-City-Bristol-City-October-8-2022-Championship,,87cbec5d
ENG-Championship,2223,2022-10-08 Blackburn Rovers-Rotherham United,Championship,14,Sat,2022-10-08,15:00,Blackburn Rovers,3–0,Rotherham United,12233,Ewood Park,Oliver Langford,/en/matches/9f2a6801/Blackburn-Rovers-Rotherham-United-October-8-2022-Championship,,9f2a6801
ENG-Championship,2223,2022-10-08 Blackpool-Watford,Championship,14,Sat,2022-10-08,15:00,Blackpool,3–1,Watford,11567,Bloomfield Road,Robert Madley,/en/matches/38ef7a0f/Blackpool-Watford-October-8-2022-Championship,,38ef7a0f
ENG-Championship,2223,2022-10-08 Coventry City-Burnley,Championship,14,Sat,2022-10-08,15:00,Coventry City,0–1,Burnley,19445,Coventry Building Society Arena,John Busby,/en/matches/3c81e78c/Coventry-City-Burnley-October-8-2022-Championship,,3c81e78c
ENG-Championship,2223,2022-10-08 Millwall-Middlesbrough,Championship,14,Sat,2022-10-08,15:00,Millwall,2–0,Middlesbrough,15638,The Den,Matt Donohue,/en/matches/3e07830d/Millwall-Middlesbrough-October-8-2022-Championship,,3e07830d
ENG-Championship,2223,2022-10-08 Norwich City-Preston North End,Championship,14,Sat,2022-10-08,15:00,Norwich City,2–3,Preston North End,26062,Carrow Road,Oliver Langford,/en/matches/ba92fd78/Norwich-City-Preston-North-End-October-8-2022-Championship,,ba92fd78
ENG-Championship,2223,2022-10-08 Stoke City-Sheffield United,Championship,14,Sat,2022-10-08,15:00,Stoke City,3–1,Sheffield United,22008,Bet365 Stadium,Peter Bankes,/en/matches/d0246a9f/Stoke-City-Sheffield-United-October-8-2022-Championship,,d0246a9f
ENG-Championship,2223,2022-10-08 Swansea City-Sunderland,Championship,14,Sat,2022-10-08,15:00,Swansea City,2–1,Sunderland,18008,Swansea.com Stadium,Gavin Ward,/en/matches/ea91e3d3/Swansea-City-Sunderland-October-8-2022-Championship,,ea91e3d3
ENG-Championship,2223,2022-10-08 West Brom-Luton Town,Championship,14,Sat,2022-10-08,15:00,West Brom,0–0,Luton Town,21550,The Hawthorns,David Webb,/en/matches/b0f9c4ef/West-Bromwich-Albion-Luton-Town-October-8-2022-Championship,,b0f9c4ef
ENG-Championship,2223,2022-10-08 Wigan Athletic-Cardiff City,Championship,14,Sat,2022-10-08,15:00,Wigan Athletic,1–3,Cardiff City,10340,The DW Stadium,James Bell,/en/matches/7ede3e60/Wigan-Athletic-Cardiff-City-October-8-2022-Championship,,7ede3e60
ENG-Championship,2223,2022-10-09 Huddersfield Town-Hull City,Championship,14,Sun,2022-10-09,12:00,Huddersfield Town,2–0,Hull City,18628,The John Smith's Stadium,Tim Robinson,/en/matches/01077ad7/Huddersfield-Town-Hull-City-October-9-2022-Championship,,01077ad7
ENG-Championship,2223,2022-10-11 Wigan Athletic-Blackburn Rovers,Championship,9,Tue,2022-10-11,19:45,Wigan Athletic,1–0,Blackburn Rovers,13611,The DW Stadium,Joshua Smith,/en/matches/8e068fda/Wigan-Athletic-Blackburn-Rovers-October-11-2022-Championship,,8e068fda
ENG-Championship,2223,2022-10-12 Bristol City-Preston North End,Championship,9,Wed,2022-10-12,19:45,Bristol City,2–1,Preston North End,17367,Ashton Gate Stadium,Keith Stroud,/en/matches/3bb36390/Bristol-City-Preston-North-End-October-12-2022-Championship,,3bb36390
ENG-Championship,2223,2022-10-15 Bristol City-Millwall,Championship,15,Sat,2022-10-15,15:00,Bristol City,1–2,Millwall,19122,Ashton Gate Stadium,Gavin Ward,/en/matches/1afbd5e5/Bristol-City-Millwall-October-15-2022-Championship,,1afbd5e5
ENG-Championship,2223,2022-10-15 Burnley-Swansea City,Championship,15,Sat,2022-10-15,15:00,Burnley,4–0,Swansea City,18728,Turf Moor,Steve Martin,/en/matches/71d2b02e/Burnley-Swansea-City-October-15-2022-Championship,,71d2b02e
ENG-Championship,2223,2022-10-15 Cardiff City-Coventry City,Championship,15,Sat,2022-10-15,15:00,Cardiff City,0–1,Coventry City,19861,Cardiff City Stadium,Robert Madley,/en/matches/8da8eb79/Cardiff-City-Coventry-City-October-15-2022-Championship,,8da8eb79
ENG-Championship,2223,2022-10-15 Luton Town-QPR,Championship,15,Sat,2022-10-15,12:30,Luton Town,3–1,QPR,10011,Kenilworth Road Stadium,Tony Harrington,/en/matches/74c1230d/Luton-Town-Queens-Park-Rangers-October-15-2022-Championship,,74c1230d
ENG-Championship,2223,2022-10-15 Middlesbrough-Blackburn Rovers,Championship,15,Sat,2022-10-15,15:00,Middlesbrough,1–2,Blackburn Rovers,24213,Riverside Stadium,Darren Bond,/en/matches/e99c4a52/Middlesbrough-Blackburn-Rovers-October-15-2022-Championship,,e99c4a52
ENG-Championship,2223,2022-10-15 Preston North End-Stoke City,Championship,15,Sat,2022-10-15,15:00,Preston North End,0–2,Stoke City,17498,Deepdale Stadium,Matt Donohue,/en/matches/57e51c9e/Preston-North-End-Stoke-City-October-15-2022-Championship,,57e51c9e
ENG-Championship,2223,2022-10-15 Reading-West Brom,Championship,15,Sat,2022-10-15,15:00,Reading,0–2,West Brom,14235,Select Car Leasing Stadium,Tim Robinson,/en/matches/d5a1941f/Reading-West-Bromwich-Albion-October-15-2022-Championship,,d5a1941f
ENG-Championship,2223,2022-10-15 Rotherham United-Huddersfield Town,Championship,15,Sat,2022-10-15,12:30,Rotherham United,2–1,Huddersfield Town,11006,AESSEAL New York Stadium,Jeremy Simpson,/en/matches/433f288c/Rotherham-United-Huddersfield-Town-October-15-2022-Championship,,433f288c
ENG-Championship,2223,2022-10-15 Sheffield United-Blackpool,Championship,15,Sat,2022-10-15,15:00,Sheffield United,3–3,Blackpool,28458,Bramall Lane,David Webb,/en/matches/55c3c5ad/Sheffield-United-Blackpool-October-15-2022-Championship,,55c3c5ad
ENG-Championship,2223,2022-10-15 Sunderland-Wigan Athletic,Championship,15,Sat,2022-10-15,15:00,Sunderland,2–1,Wigan Athletic,37060,Stadium of Light,Keith Stroud,/en/matches/cccfd248/Sunderland-Wigan-Athletic-October-15-2022-Championship,,cccfd248
ENG-Championship,2223,2022-10-15 Watford-Norwich City,Championship,15,Sat,2022-10-15,19:45,Watford,2–1,Norwich City,19400,Vicarage Road Stadium,Darren England,/en/matches/07e29e36/Watford-Norwich-City-October-15-2022-Championship,,07e29e36
ENG-Championship,2223,2022-10-16 Hull City-Birmingham City,Championship,15,Sun,2022-10-16,15:00,Hull City,0–2,Birmingham City,16587,MKM Stadium,Leigh Doughty,/en/matches/e5e3ebfe/Hull-City-Birmingham-City-October-16-2022-Championship,,e5e3ebfe
ENG-Championship,2223,2022-10-18 Blackburn Rovers-Sunderland,Championship,16,Tue,2022-10-18,20:00,Blackburn Rovers,2–0,Sunderland,15171,Ewood Park,Craig Pawson,/en/matches/4761ad01/Blackburn-Rovers-Sunderland-October-18-2022-Championship,,4761ad01
ENG-Championship,2223,2022-10-18 Huddersfield Town-Preston North End,Championship,16,Tue,2022-10-18,19:45,Huddersfield Town,0–1,Preston North End,18357,The John Smith's Stadium,Andy Woolmer,/en/matches/58290014/Huddersfield-Town-Preston-North-End-October-18-2022-Championship,,58290014
ENG-Championship,2223,2022-10-18 Norwich City-Luton Town,Championship,16,Tue,2022-10-18,19:45,Norwich City,0–1,Luton Town,25846,Carrow Road,Oliver Langford,/en/matches/ad13edcb/Norwich-City-Luton-Town-October-18-2022-Championship,,ad13edcb
ENG-Championship,2223,2022-10-18 Stoke City-Rotherham United,Championship,16,Tue,2022-10-18,20:00,Stoke City,0–1,Rotherham United,18036,Bet365 Stadium,Gavin Ward,/en/matches/00137021/Stoke-City-Rotherham-United-October-18-2022-Championship,,00137021
ENG-Championship,2223,2022-10-18 Swansea City-Reading,Championship,16,Tue,2022-10-18,19:45,Swansea City,3–2,Reading,15717,Swansea.com Stadium,Andrew Davies,/en/matches/e2be46fa/Swansea-City-Reading-October-18-2022-Championship,,e2be46fa
ENG-Championship,2223,2022-10-18 West Brom-Bristol City,Championship,16,Tue,2022-10-18,20:00,West Brom,0–2,Bristol City,21004,The Hawthorns,Robert Madley,/en/matches/94cacb79/West-Bromwich-Albion-Bristol-City-October-18-2022-Championship,,94cacb79
ENG-Championship,2223,2022-10-19 Birmingham City-Burnley,Championship,16,Wed,2022-10-19,19:45,Birmingham City,1–1,Burnley,16303,St Andrew's Trillion Trophy Stadium,Dean Whitestone,/en/matches/40db8990/Birmingham-City-Burnley-October-19-2022-Championship,,40db8990
ENG-Championship,2223,2022-10-19 Blackpool-Hull City,Championship,16,Wed,2022-10-19,19:45,Blackpool,1–3,Hull City,9884,Bloomfield Road,Joshua Smith,/en/matches/0be304a8/Blackpool-Hull-City-October-19-2022-Championship,,0be304a8
ENG-Championship,2223,2022-10-19 Coventry City-Sheffield United,Championship,16,Wed,2022-10-19,19:45,Coventry City,1–0,Sheffield United,17913,Coventry Building Society Arena,Keith Stroud,/en/matches/b3f5940e/Coventry-City-Sheffield-United-October-19-2022-Championship,,b3f5940e
ENG-Championship,2223,2022-10-19 Millwall-Watford,Championship,16,Wed,2022-10-19,20:00,Millwall,3–0,Watford,12787,The Den,David Webb,/en/matches/ca9509f3/Millwall-Watford-October-19-2022-Championship,,ca9509f3
ENG-Championship,2223,2022-10-19 QPR-Cardiff City,Championship,16,Wed,2022-10-19,19:45,QPR,3–0,Cardiff City,12805,Kiyan Prince Foundation Stadium,James Linington,/en/matches/81207176/Queens-Park-Rangers-Cardiff-City-October-19-2022-Championship,,81207176
ENG-Championship,2223,2022-10-19 Wigan Athletic-Middlesbrough,Championship,16,Wed,2022-10-19,19:45,Wigan Athletic,1–4,Middlesbrough,10226,The DW Stadium,Leigh Doughty,/en/matches/68dfe994/Wigan-Athletic-Middlesbrough-October-19-2022-Championship,,68dfe994
ENG-Championship,2223,2022-10-22 Blackburn Rovers-Birmingham City,Championship,17,Sat,2022-10-22,15:00,Blackburn Rovers,2–1,Birmingham City,14092,Ewood Park,Gavin Ward,/en/matches/8bd6d88b/Blackburn-Rovers-Birmingham-City-October-22-2022-Championship,,8bd6d88b
ENG-Championship,2223,2022-10-22 Blackpool-Preston North End,Championship,17,Sat,2022-10-22,12:30,Blackpool,4–2,Preston North End,13632,Bloomfield Road,Chris Kavanagh,/en/matches/92fc14ad/Blackpool-Preston-North-End-October-22-2022-Championship,,92fc14ad
ENG-Championship,2223,2022-10-22 Middlesbrough-Huddersfield Town,Championship,17,Sat,2022-10-22,15:00,Middlesbrough,0–0,Huddersfield Town,23661,Riverside Stadium,Andrew Davies,/en/matches/c5aeab7f/Middlesbrough-Huddersfield-Town-October-22-2022-Championship,,c5aeab7f
ENG-Championship,2223,2022-10-22 Millwall-West Brom,Championship,17,Sat,2022-10-22,15:00,Millwall,2–1,West Brom,15212,The Den,Andy Madley,/en/matches/a62d91de/Millwall-West-Bromwich-Albion-October-22-2022-Championship,,a62d91de
ENG-Championship,2223,2022-10-22 QPR-Wigan Athletic,Championship,17,Sat,2022-10-22,15:00,QPR,2–1,Wigan Athletic,16353,Kiyan Prince Foundation Stadium,Dean Whitestone,/en/matches/9f811b3f/Queens-Park-Rangers-Wigan-Athletic-October-22-2022-Championship,,9f811b3f
ENG-Championship,2223,2022-10-22 Reading-Bristol City,Championship,17,Sat,2022-10-22,15:00,Reading,2–0,Bristol City,13606,Select Car Leasing Stadium,John Busby,/en/matches/10bebd9d/Reading-Bristol-City-October-22-2022-Championship,,10bebd9d
ENG-Championship,2223,2022-10-22 Rotherham United-Hull City,Championship,17,Sat,2022-10-22,15:00,Rotherham United,2–4,Hull City,11220,AESSEAL New York Stadium,Steve Martin,/en/matches/5d3ee33e/Rotherham-United-Hull-City-October-22-2022-Championship,,5d3ee33e
ENG-Championship,2223,2022-10-22 Sheffield United-Norwich City,Championship,17,Sat,2022-10-22,15:00,Sheffield United,2–2,Norwich City,30035,Bramall Lane,Joshua Smith,/en/matches/310704c1/Sheffield-United-Norwich-City-October-22-2022-Championship,,310704c1
ENG-Championship,2223,2022-10-22 Stoke City-Coventry City,Championship,17,Sat,2022-10-22,15:00,Stoke City,0–2,Coventry City,22453,Bet365 Stadium,James Linington,/en/matches/f3f1ee5d/Stoke-City-Coventry-City-October-22-2022-Championship,,f3f1ee5d
ENG-Championship,2223,2022-10-22 Sunderland-Burnley,Championship,17,Sat,2022-10-22,15:00,Sunderland,2–4,Burnley,37349,Stadium of Light,Tim Robinson,/en/matches/ebc02255/Sunderland-Burnley-October-22-2022-Championship,,ebc02255
ENG-Championship,2223,2022-10-23 Swansea City-Cardiff City,Championship,17,Sun,2022-10-23,12:00,Swansea City,2–0,Cardiff City,19814,Swansea.com Stadium,Darren Bond,/en/matches/acc677ee/Swansea-City-Cardiff-City-October-23-2022-Championship,,acc677ee
ENG-Championship,2223,2022-10-23 Watford-Luton Town,Championship,17,Sun,2022-10-23,12:00,Watford,4–0,Luton Town,19282,Vicarage Road Stadium,Robert Madley,/en/matches/a590f986/Watford-Luton-Town-October-23-2022-Championship,,a590f986
ENG-Championship,2223,2022-10-25 Burnley-Norwich City,Championship,9,Tue,2022-10-25,20:00,Burnley,1–0,Norwich City,14858,Turf Moor,Tony Harrington,/en/matches/97297f01/Burnley-Norwich-City-October-25-2022-Championship,,97297f01
ENG-Championship,2223,2022-10-25 Coventry City-Rotherham United,Championship,2,Tue,2022-10-25,19:45,Coventry City,2–2,Rotherham United,18953,Coventry Building Society Arena,Andrew Davies,/en/matches/6887b57a/Coventry-City-Rotherham-United-October-25-2022-Championship,,6887b57a
ENG-Championship,2223,2022-10-28 Birmingham City-QPR,Championship,18,Fri,2022-10-28,20:00,Birmingham City,2–0,QPR,19007,St Andrew's Trillion Trophy Stadium,Tim Robinson,/en/matches/839b6100/Birmingham-City-Queens-Park-Rangers-October-28-2022-Championship,,839b6100
ENG-Championship,2223,2022-10-29 Bristol City-Swansea City,Championship,18,Sat,2022-10-29,12:00,Bristol City,1–1,Swansea City,21007,Ashton Gate Stadium,Andre Marriner,/en/matches/0794a0af/Bristol-City-Swansea-City-October-29-2022-Championship,,0794a0af
ENG-Championship,2223,2022-10-29 Burnley-Reading,Championship,18,Sat,2022-10-29,15:00,Burnley,2–1,Reading,18684,Turf Moor,Jeremy Simpson,/en/matches/140e9753/Burnley-Reading-October-29-2022-Championship,,140e9753
ENG-Championship,2223,2022-10-29 Cardiff City-Rotherham United,Championship,18,Sat,2022-10-29,15:00,Cardiff City,1–0,Rotherham United,17395,Cardiff City Stadium,Oliver Langford,/en/matches/7d75e6ed/Cardiff-City-Rotherham-United-October-29-2022-Championship,,7d75e6ed
ENG-Championship,2223,2022-10-29 Coventry City-Blackpool,Championship,18,Sat,2022-10-29,15:00,Coventry City,1–2,Blackpool,8924,Coventry Building Society Arena,Darren Bond,/en/matches/cfb6eba9/Coventry-City-Blackpool-October-29-2022-Championship,,cfb6eba9
ENG-Championship,2223,2022-10-29 Huddersfield Town-Millwall,Championship,18,Sat,2022-10-29,15:00,Huddersfield Town,1–0,Millwall,17717,The John Smith's Stadium,Stephen Martin,/en/matches/7f326db7/Huddersfield-Town-Millwall-October-29-2022-Championship,,7f326db7
ENG-Championship,2223,2022-10-29 Hull City-Blackburn Rovers,Championship,18,Sat,2022-10-29,15:00,Hull City,0–1,Blackburn Rovers,18843,MKM Stadium,David Webb,/en/matches/1e971ec4/Hull-City-Blackburn-Rovers-October-29-2022-Championship,,1e971ec4
ENG-Championship,2223,2022-10-29 Luton Town-Sunderland,Championship,18,Sat,2022-10-29,15:00,Luton Town,1–1,Sunderland,10060,Kenilworth Road Stadium,James Linington,/en/matches/935d8241/Luton-Town-Sunderland-October-29-2022-Championship,,935d8241
ENG-Championship,2223,2022-10-29 Norwich City-Stoke City,Championship,18,Sat,2022-10-29,15:00,Norwich City,3–1,Stoke City,26159,Carrow Road,Keith Stroud,/en/matches/9333516b/Norwich-City-Stoke-City-October-29-2022-Championship,,9333516b
ENG-Championship,2223,2022-10-29 Preston North End-Middlesbrough,Championship,18,Sat,2022-10-29,15:00,Preston North End,2–1,Middlesbrough,16984,Deepdale Stadium,Gavin Ward,/en/matches/fd223877/Preston-North-End-Middlesbrough-October-29-2022-Championship,,fd223877
ENG-Championship,2223,2022-10-29 West Brom-Sheffield United,Championship,18,Sat,2022-10-29,12:30,West Brom,0–2,Sheffield United,22270,The Hawthorns,Dean Whitestone,/en/matches/d84237f0/West-Bromwich-Albion-Sheffield-United-October-29-2022-Championship,,d84237f0
ENG-Championship,2223,2022-10-29 Wigan Athletic-Watford,Championship,18,Sat,2022-10-29,15:00,Wigan Athletic,0–1,Watford,10642,The DW Stadium,Matt Donohue,/en/matches/dc97e4e9/Wigan-Athletic-Watford-October-29-2022-Championship,,dc97e4e9
ENG-Championship,2223,2022-11-01 Bristol City-Sheffield United,Championship,19,Tue,2022-11-01,20:00,Bristol City,0–1,Sheffield United,17437,Ashton Gate Stadium,Stephen Martin,/en/matches/c80c3b41/Bristol-City-Sheffield-United-November-1-2022-Championship,,c80c3b41
