league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,1718,2017-09-23 Reading-Hull City,Championship,9,Sat,2017-09-23,15:00,Reading,1–1,Hull City,15749,Madejski Stadium,Steve Martin,/en/matches/2b641971/Reading-Hull-City-September-23-2017-Championship,,2b641971
ENG-Championship,1718,2017-09-23 Sunderland-Cardiff City,Championship,9,Sat,2017-09-23,15:00,Sunderland,1–2,Cardiff City,25733,Stadium of Light,Peter Bankes,/en/matches/6d5a5213/Sunderland-Cardiff-City-September-23-2017-Championship,,6d5a5213
ENG-Championship,1718,2017-09-23 Wolves-Barnsley,Championship,9,Sat,2017-09-23,15:00,Wolves,2–1,Barnsley,28154,Molineux Stadium,Jeremy Simpson,/en/matches/a0d96836/Wolverhampton-Wanderers-Barnsley-September-23-2017-Championship,,a0d96836
ENG-Championship,1718,2017-09-24 Sheffield Weds-Sheffield United,Championship,9,Sun,2017-09-24,13:15,Sheffield Weds,2–4,Sheffield United,32839,Hillsborough Stadium,Simon Hooper,/en/matches/95e8ae6a/Sheffield-Wednesday-Sheffield-United-September-24-2017-Championship,,95e8ae6a
ENG-Championship,1718,2017-09-26 Barnsley-QPR,Championship,10,Tue,2017-09-26,19:45,Barnsley,1–1,QPR,10920,Oakwell Stadium,Geoff Eltringham,/en/matches/63a0b8e1/Barnsley-Queens-Park-Rangers-September-26-2017-Championship,,63a0b8e1
ENG-Championship,1718,2017-09-26 Brentford-Derby County,Championship,10,Tue,2017-09-26,19:45,Brentford,1–1,Derby County,8679,Griffin Park,Andrew Davies,/en/matches/348f2d34/Brentford-Derby-County-September-26-2017-Championship,,348f2d34
ENG-Championship,1718,2017-09-26 Bristol City-Bolton Wanderers,Championship,10,Tue,2017-09-26,19:45,Bristol City,2–0,Bolton Wanderers,17203,Ashton Gate Stadium,Tony Harrington,/en/matches/37d1b7a1/Bristol-City-Bolton-Wanderers-September-26-2017-Championship,,37d1b7a1
ENG-Championship,1718,2017-09-26 Burton Albion-Aston Villa,Championship,10,Tue,2017-09-26,19:45,Burton Albion,0–4,Aston Villa,5786,Pirelli Stadium,Jonathan Moss,/en/matches/b0f60df3/Burton-Albion-Aston-Villa-September-26-2017-Championship,,b0f60df3
ENG-Championship,1718,2017-09-26 Cardiff City-Leeds United,Championship,10,Tue,2017-09-26,19:45,Cardiff City,3–1,Leeds United,27160,Cardiff City Stadium,Kevin Friend,/en/matches/e2d1d73e/Cardiff-City-Leeds-United-September-26-2017-Championship,,e2d1d73e
ENG-Championship,1718,2017-09-26 Hull City-Preston North End,Championship,10,Tue,2017-09-26,19:45,Hull City,1–2,Preston North End,15443,Kingston Communications Stadium,James Linington,/en/matches/c31addb7/Hull-City-Preston-North-End-September-26-2017-Championship,,c31addb7
ENG-Championship,1718,2017-09-26 Ipswich Town-Sunderland,Championship,10,Tue,2017-09-26,19:45,Ipswich Town,5–2,Sunderland,14907,Portman Road Stadium,Tim Robinson,/en/matches/2f7da982/Ipswich-Town-Sunderland-September-26-2017-Championship,,2f7da982
ENG-Championship,1718,2017-09-26 Middlesbrough-Norwich City,Championship,10,Tue,2017-09-26,19:45,Middlesbrough,0–1,Norwich City,24084,Riverside Stadium,Jeremy Simpson,/en/matches/eb3de4ef/Middlesbrough-Norwich-City-September-26-2017-Championship,,eb3de4ef
ENG-Championship,1718,2017-09-26 Millwall-Reading,Championship,10,Tue,2017-09-26,19:45,Millwall,2–1,Reading,10399,The Den,Andy Madley,/en/matches/f0d16b48/Millwall-Reading-September-26-2017-Championship,,f0d16b48
ENG-Championship,1718,2017-09-26 Nottingham Forest-Fulham,Championship,10,Tue,2017-09-26,19:45,Nottingham Forest,1–3,Fulham,21208,The City Ground,Axel Motiño,/en/matches/0e92f3d3/Nottingham-Forest-Fulham-September-26-2017-Championship,,0e92f3d3
ENG-Championship,1718,2017-09-27 Birmingham City-Sheffield Weds,Championship,10,Wed,2017-09-27,19:45,Birmingham City,1–0,Sheffield Weds,20365,St Andrew's Trillion Trophy Stadium,Steve Martin,/en/matches/e017c873/Birmingham-City-Sheffield-Wednesday-September-27-2017-Championship,,e017c873
ENG-Championship,1718,2017-09-27 Sheffield United-Wolves,Championship,10,Wed,2017-09-27,19:45,Sheffield United,2–0,Wolves,25893,Bramall Lane,Peter Bankes,/en/matches/f4dedb02/Sheffield-United-Wolverhampton-Wanderers-September-27-2017-Championship,,f4dedb02
ENG-Championship,1718,2017-09-29 QPR-Fulham,Championship,11,Fri,2017-09-29,19:45,QPR,1–2,Fulham,16415,Loftus Road Stadium,Peter Bankes,/en/matches/5cf8ec27/Queens-Park-Rangers-Fulham-September-29-2017-Championship,,5cf8ec27
ENG-Championship,1718,2017-09-30 Aston Villa-Bolton Wanderers,Championship,11,Sat,2017-09-30,15:00,Aston Villa,1–0,Bolton Wanderers,31451,Villa Park,Jeremy Simpson,/en/matches/43739b12/Aston-Villa-Bolton-Wanderers-September-30-2017-Championship,,43739b12
ENG-Championship,1718,2017-09-30 Burton Albion-Wolves,Championship,11,Sat,2017-09-30,15:00,Burton Albion,0–4,Wolves,5080,Pirelli Stadium,Tony Harrington,/en/matches/9d62c480/Burton-Albion-Wolverhampton-Wanderers-September-30-2017-Championship,,9d62c480
ENG-Championship,1718,2017-09-30 Cardiff City-Derby County,Championship,11,Sat,2017-09-30,15:00,Cardiff City,0–0,Derby County,18480,Cardiff City Stadium,James Linington,/en/matches/86aab1b4/Cardiff-City-Derby-County-September-30-2017-Championship,,86aab1b4
ENG-Championship,1718,2017-09-30 Hull City-Birmingham City,Championship,11,Sat,2017-09-30,15:00,Hull City,6–1,Birmingham City,15608,Kingston Communications Stadium,Axel Motiño,/en/matches/dbc73eed/Hull-City-Birmingham-City-September-30-2017-Championship,,dbc73eed
ENG-Championship,1718,2017-09-30 Ipswich Town-Bristol City,Championship,11,Sat,2017-09-30,15:00,Ipswich Town,1–3,Bristol City,15256,Portman Road Stadium,Simon Hooper,/en/matches/04815b0b/Ipswich-Town-Bristol-City-September-30-2017-Championship,,04815b0b
ENG-Championship,1718,2017-09-30 Middlesbrough-Brentford,Championship,11,Sat,2017-09-30,15:00,Middlesbrough,2–2,Brentford,24545,Riverside Stadium,Paul Tierney,/en/matches/296d3c19/Middlesbrough-Brentford-September-30-2017-Championship,,296d3c19
ENG-Championship,1718,2017-09-30 Millwall-Barnsley,Championship,11,Sat,2017-09-30,15:00,Millwall,1–3,Barnsley,12147,The Den,Oliver Langford,/en/matches/45af67d7/Millwall-Barnsley-September-30-2017-Championship,,45af67d7
ENG-Championship,1718,2017-09-30 Nottingham Forest-Sheffield United,Championship,11,Sat,2017-09-30,15:00,Nottingham Forest,2–1,Sheffield United,25700,The City Ground,Andrew Davies,/en/matches/3d2d4ac0/Nottingham-Forest-Sheffield-United-September-30-2017-Championship,,3d2d4ac0
ENG-Championship,1718,2017-09-30 Preston North End-Sunderland,Championship,11,Sat,2017-09-30,15:00,Preston North End,2–2,Sunderland,17621,Deepdale Stadium,Chris Kavanagh,/en/matches/dbc77608/Preston-North-End-Sunderland-September-30-2017-Championship,,dbc77608
ENG-Championship,1718,2017-09-30 Reading-Norwich City,Championship,11,Sat,2017-09-30,17:30,Reading,1–2,Norwich City,14226,Madejski Stadium,Tim Robinson,/en/matches/bef1706f/Reading-Norwich-City-September-30-2017-Championship,,bef1706f
ENG-Championship,1718,2017-10-01 Sheffield Weds-Leeds United,Championship,11,Sun,2017-10-01,12:15,Sheffield Weds,3–0,Leeds United,27972,Hillsborough Stadium,Andy Madley,/en/matches/92291590/Sheffield-Wednesday-Leeds-United-October-1-2017-Championship,,92291590
ENG-Championship,1718,2017-10-13 Birmingham City-Cardiff City,Championship,12,Fri,2017-10-13,19:45,Birmingham City,1–0,Cardiff City,19059,St Andrew's Trillion Trophy Stadium,Geoff Eltringham,/en/matches/3896b909/Birmingham-City-Cardiff-City-October-13-2017-Championship,,3896b909
ENG-Championship,1718,2017-10-13 Bristol City-Burton Albion,Championship,12,Fri,2017-10-13,19:45,Bristol City,0–0,Burton Albion,18212,Ashton Gate Stadium,James Linington,/en/matches/40b648d2/Bristol-City-Burton-Albion-October-13-2017-Championship,,40b648d2
ENG-Championship,1718,2017-10-14 Barnsley-Middlesbrough,Championship,12,Sat,2017-10-14,15:00,Barnsley,2–2,Middlesbrough,17163,Oakwell Stadium,Lee Mason,/en/matches/3def4e81/Barnsley-Middlesbrough-October-14-2017-Championship,,3def4e81
ENG-Championship,1718,2017-10-14 Bolton Wanderers-Sheffield Weds,Championship,12,Sat,2017-10-14,15:00,Bolton Wanderers,2–1,Sheffield Weds,17967,Macron Stadium,David Coote,/en/matches/c4fd3591/Bolton-Wanderers-Sheffield-Wednesday-October-14-2017-Championship,,c4fd3591
ENG-Championship,1718,2017-10-14 Brentford-Millwall,Championship,12,Sat,2017-10-14,15:00,Brentford,1–0,Millwall,9622,Griffin Park,Lee Probert,/en/matches/32dcdfb9/Brentford-Millwall-October-14-2017-Championship,,32dcdfb9
ENG-Championship,1718,2017-10-14 Fulham-Preston North End,Championship,12,Sat,2017-10-14,15:00,Fulham,2–2,Preston North End,18435,Craven Cottage,Darren England,/en/matches/7d1ee0e2/Fulham-Preston-North-End-October-14-2017-Championship,,7d1ee0e2
ENG-Championship,1718,2017-10-14 Leeds United-Reading,Championship,12,Sat,2017-10-14,15:00,Leeds United,0–1,Reading,33900,Elland Road,Jeremy Simpson,/en/matches/e757cb13/Leeds-United-Reading-October-14-2017-Championship,,e757cb13
ENG-Championship,1718,2017-10-14 Norwich City-Hull City,Championship,12,Sat,2017-10-14,15:00,Norwich City,1–1,Hull City,25666,Carrow Road,Keith Stroud,/en/matches/6d77875a/Norwich-City-Hull-City-October-14-2017-Championship,,6d77875a
ENG-Championship,1718,2017-10-14 Sheffield United-Ipswich Town,Championship,12,Sat,2017-10-14,15:00,Sheffield United,1–0,Ipswich Town,25799,Bramall Lane,Tony Harrington,/en/matches/11c796f4/Sheffield-United-Ipswich-Town-October-14-2017-Championship,,11c796f4
ENG-Championship,1718,2017-10-14 Sunderland-QPR,Championship,12,Sat,2017-10-14,15:00,Sunderland,1–1,QPR,26066,Stadium of Light,Steve Martin,/en/matches/facba8a1/Sunderland-Queens-Park-Rangers-October-14-2017-Championship,,facba8a1
ENG-Championship,1718,2017-10-14 Wolves-Aston Villa,Championship,12,Sat,2017-10-14,17:30,Wolves,2–0,Aston Villa,30239,Molineux Stadium,Andrew Davies,/en/matches/121a65e8/Wolverhampton-Wanderers-Aston-Villa-October-14-2017-Championship,,121a65e8
ENG-Championship,1718,2017-10-15 Derby County-Nottingham Forest,Championship,12,Sun,2017-10-15,13:15,Derby County,2–0,Nottingham Forest,31196,iPro Stadium,Andy Madley,/en/matches/dbbc123b/Derby-County-Nottingham-Forest-October-15-2017-Championship,,dbbc123b
ENG-Championship,1718,2017-10-21 Aston Villa-Fulham,Championship,13,Sat,2017-10-21,15:00,Aston Villa,2–1,Fulham,30724,Villa Park,Mike Jones,/en/matches/23adf002/Aston-Villa-Fulham-October-21-2017-Championship,,23adf002
ENG-Championship,1718,2017-10-21 Barnsley-Hull City,Championship,13,Sat,2017-10-21,15:00,Barnsley,0–1,Hull City,13624,Oakwell Stadium,Peter Bankes,/en/matches/cefb5599/Barnsley-Hull-City-October-21-2017-Championship,,cefb5599
ENG-Championship,1718,2017-10-21 Bolton Wanderers-QPR,Championship,13,Sat,2017-10-21,15:00,Bolton Wanderers,1–1,QPR,14243,Macron Stadium,James Linington,/en/matches/0c3bba1b/Bolton-Wanderers-Queens-Park-Rangers-October-21-2017-Championship,,0c3bba1b
ENG-Championship,1718,2017-10-21 Brentford-Sunderland,Championship,13,Sat,2017-10-21,15:00,Brentford,3–3,Sunderland,10726,Griffin Park,Darren England,/en/matches/4fdfb73a/Brentford-Sunderland-October-21-2017-Championship,,4fdfb73a
ENG-Championship,1718,2017-10-21 Bristol City-Leeds United,Championship,13,Sat,2017-10-21,15:00,Bristol City,0–3,Leeds United,24435,Ashton Gate Stadium,Oliver Langford,/en/matches/656929f9/Bristol-City-Leeds-United-October-21-2017-Championship,,656929f9
ENG-Championship,1718,2017-10-21 Derby County-Sheffield Weds,Championship,13,Sat,2017-10-21,15:00,Derby County,2–0,Sheffield Weds,27426,iPro Stadium,Axel Motiño,/en/matches/884c7362/Derby-County-Sheffield-Wednesday-October-21-2017-Championship,,884c7362
ENG-Championship,1718,2017-10-21 Middlesbrough-Cardiff City,Championship,13,Sat,2017-10-21,15:00,Middlesbrough,0–1,Cardiff City,24806,Riverside Stadium,Andy Madley,/en/matches/d721b297/Middlesbrough-Cardiff-City-October-21-2017-Championship,,d721b297
ENG-Championship,1718,2017-10-21 Millwall-Birmingham City,Championship,13,Sat,2017-10-21,17:30,Millwall,2–0,Birmingham City,14500,The Den,Simon Hooper,/en/matches/0b6d7407/Millwall-Birmingham-City-October-21-2017-Championship,,0b6d7407
ENG-Championship,1718,2017-10-21 Nottingham Forest-Burton Albion,Championship,13,Sat,2017-10-21,15:00,Nottingham Forest,2–0,Burton Albion,24686,The City Ground,Keith Stroud,/en/matches/af41205d/Nottingham-Forest-Burton-Albion-October-21-2017-Championship,,af41205d
ENG-Championship,1718,2017-10-21 Sheffield United-Reading,Championship,13,Sat,2017-10-21,15:00,Sheffield United,2–1,Reading,26265,Bramall Lane,David Coote,/en/matches/70f422bd/Sheffield-United-Reading-October-21-2017-Championship,,70f422bd
ENG-Championship,1718,2017-10-21 Wolves-Preston North End,Championship,13,Sat,2017-10-21,15:00,Wolves,3–2,Preston North End,27352,Molineux Stadium,Steve Martin,/en/matches/69a9b1ec/Wolverhampton-Wanderers-Preston-North-End-October-21-2017-Championship,,69a9b1ec
ENG-Championship,1718,2017-10-22 Ipswich Town-Norwich City,Championship,13,Sun,2017-10-22,12:00,Ipswich Town,0–1,Norwich City,24928,Portman Road Stadium,Tim Robinson,/en/matches/1baabc76/Ipswich-Town-Norwich-City-October-22-2017-Championship,,1baabc76
ENG-Championship,1718,2017-10-27 Leeds United-Sheffield United,Championship,14,Fri,2017-10-27,19:45,Leeds United,1–2,Sheffield United,34504,Elland Road,Axel Motiño,/en/matches/a6449e38/Leeds-United-Sheffield-United-October-27-2017-Championship,,a6449e38
ENG-Championship,1718,2017-10-28 Burton Albion-Ipswich Town,Championship,14,Sat,2017-10-28,15:00,Burton Albion,1–2,Ipswich Town,4110,Pirelli Stadium,Simon Hooper,/en/matches/f065f69b/Burton-Albion-Ipswich-Town-October-28-2017-Championship,,f065f69b
ENG-Championship,1718,2017-10-28 Cardiff City-Millwall,Championship,14,Sat,2017-10-28,15:00,Cardiff City,0–0,Millwall,18496,Cardiff City Stadium,Steve Martin,/en/matches/638a2426/Cardiff-City-Millwall-October-28-2017-Championship,,638a2426
ENG-Championship,1718,2017-10-28 Fulham-Bolton Wanderers,Championship,14,Sat,2017-10-28,15:00,Fulham,1–1,Bolton Wanderers,18792,Craven Cottage,Geoff Eltringham,/en/matches/480a4dd9/Fulham-Bolton-Wanderers-October-28-2017-Championship,,480a4dd9
ENG-Championship,1718,2017-10-28 Hull City-Nottingham Forest,Championship,14,Sat,2017-10-28,17:30,Hull City,2–3,Nottingham Forest,15780,Kingston Communications Stadium,Jeremy Simpson,/en/matches/e3e3e1d0/Hull-City-Nottingham-Forest-October-28-2017-Championship,,e3e3e1d0
ENG-Championship,1718,2017-10-28 Norwich City-Derby County,Championship,14,Sat,2017-10-28,15:00,Norwich City,1–2,Derby County,26048,Carrow Road,Peter Bankes,/en/matches/a4522c0b/Norwich-City-Derby-County-October-28-2017-Championship,,a4522c0b
ENG-Championship,1718,2017-10-28 Preston North End-Brentford,Championship,14,Sat,2017-10-28,15:00,Preston North End,2–3,Brentford,12005,Deepdale Stadium,David Coote,/en/matches/84ce1e9e/Preston-North-End-Brentford-October-28-2017-Championship,,84ce1e9e
ENG-Championship,1718,2017-10-28 QPR-Wolves,Championship,14,Sat,2017-10-28,15:00,QPR,2–1,Wolves,16004,Loftus Road Stadium,Tony Harrington,/en/matches/088e57ae/Queens-Park-Rangers-Wolverhampton-Wanderers-October-28-2017-Championship,,088e57ae
ENG-Championship,1718,2017-10-28 Reading-Middlesbrough,Championship,14,Sat,2017-10-28,15:00,Reading,0–2,Middlesbrough,17928,Madejski Stadium,Oliver Langford,/en/matches/f3fbd50b/Reading-Middlesbrough-October-28-2017-Championship,,f3fbd50b
ENG-Championship,1718,2017-10-28 Sheffield Weds-Barnsley,Championship,14,Sat,2017-10-28,12:30,Sheffield Weds,1–1,Barnsley,27097,Hillsborough Stadium,Anthony Taylor,/en/matches/24948f39/Sheffield-Wednesday-Barnsley-October-28-2017-Championship,,24948f39
ENG-Championship,1718,2017-10-28 Sunderland-Bristol City,Championship,14,Sat,2017-10-28,15:00,Sunderland,1–2,Bristol City,27317,Stadium of Light,Darren Bond,/en/matches/235f7230/Sunderland-Bristol-City-October-28-2017-Championship,,235f7230
ENG-Championship,1718,2017-10-29 Birmingham City-Aston Villa,Championship,14,Sun,2017-10-29,12:00,Birmingham City,0–0,Aston Villa,24408,St Andrew's Trillion Trophy Stadium,Andy Madley,/en/matches/ff8322cd/Birmingham-City-Aston-Villa-October-29-2017-Championship,,ff8322cd
ENG-Championship,1718,2017-10-31 Burton Albion-Barnsley,Championship,15,Tue,2017-10-31,19:45,Burton Albion,2–4,Barnsley,3761,Pirelli Stadium,Jeremy Simpson,/en/matches/a8ede07d/Burton-Albion-Barnsley-October-31-2017-Championship,,a8ede07d
ENG-Championship,1718,2017-10-31 Cardiff City-Ipswich Town,Championship,15,Tue,2017-10-31,19:45,Cardiff City,3–1,Ipswich Town,15951,Cardiff City Stadium,Oliver Langford,/en/matches/d6a7a5e8/Cardiff-City-Ipswich-Town-October-31-2017-Championship,,d6a7a5e8
ENG-Championship,1718,2017-10-31 Fulham-Bristol City,Championship,15,Tue,2017-10-31,19:45,Fulham,0–2,Bristol City,17634,Craven Cottage,Axel Motiño,/en/matches/8168284f/Fulham-Bristol-City-October-31-2017-Championship,,8168284f
ENG-Championship,1718,2017-10-31 Hull City-Middlesbrough,Championship,15,Tue,2017-10-31,19:45,Hull City,1–3,Middlesbrough,15454,Kingston Communications Stadium,Tim Robinson,/en/matches/785daa06/Hull-City-Middlesbrough-October-31-2017-Championship,,785daa06
ENG-Championship,1718,2017-10-31 Leeds United-Derby County,Championship,15,Tue,2017-10-31,19:45,Leeds United,1–2,Derby County,28565,Elland Road,Simon Hooper,/en/matches/6876b193/Leeds-United-Derby-County-October-31-2017-Championship,,6876b193
ENG-Championship,1718,2017-10-31 Norwich City-Wolves,Championship,15,Tue,2017-10-31,19:45,Norwich City,0–2,Wolves,26554,Carrow Road,Darren England,/en/matches/fbedeadf/Norwich-City-Wolverhampton-Wanderers-October-31-2017-Championship,,fbedeadf
ENG-Championship,1718,2017-10-31 QPR-Sheffield United,Championship,15,Tue,2017-10-31,19:45,QPR,1–0,Sheffield United,13604,Loftus Road Stadium,Keith Stroud,/en/matches/6422b981/Queens-Park-Rangers-Sheffield-United-October-31-2017-Championship,,6422b981
ENG-Championship,1718,2017-10-31 Reading-Nottingham Forest,Championship,15,Tue,2017-10-31,20:00,Reading,3–1,Nottingham Forest,14868,Madejski Stadium,Paul Tierney,/en/matches/c16ecd20/Reading-Nottingham-Forest-October-31-2017-Championship,,c16ecd20
ENG-Championship,1718,2017-10-31 Sheffield Weds-Millwall,Championship,15,Tue,2017-10-31,19:45,Sheffield Weds,2–1,Millwall,23403,Hillsborough Stadium,James Linington,/en/matches/e8cdbd70/Sheffield-Wednesday-Millwall-October-31-2017-Championship,,e8cdbd70
ENG-Championship,1718,2017-10-31 Sunderland-Bolton Wanderers,Championship,15,Tue,2017-10-31,19:45,Sunderland,3–3,Bolton Wanderers,26395,Stadium of Light,Tony Harrington,/en/matches/56f65f7e/Sunderland-Bolton-Wanderers-October-31-2017-Championship,,56f65f7e
ENG-Championship,1718,2017-11-01 Birmingham City-Brentford,Championship,15,Wed,2017-11-01,19:45,Birmingham City,0–2,Brentford,19045,St Andrew's Trillion Trophy Stadium,Jonathan Moss,/en/matches/73d2f053/Birmingham-City-Brentford-November-1-2017-Championship,,73d2f053
ENG-Championship,1718,2017-11-01 Preston North End-Aston Villa,Championship,15,Wed,2017-11-01,19:45,Preston North End,0–2,Aston Villa,14212,Deepdale Stadium,Peter Bankes,/en/matches/9e7a5d7a/Preston-North-End-Aston-Villa-November-1-2017-Championship,,9e7a5d7a
ENG-Championship,1718,2017-11-03 Wolves-Fulham,Championship,16,Fri,2017-11-03,19:45,Wolves,2–0,Fulham,24388,Molineux Stadium,David Coote,/en/matches/59dcd5de/Wolverhampton-Wanderers-Fulham-November-3-2017-Championship,,59dcd5de
ENG-Championship,1718,2017-11-04 Aston Villa-Sheffield Weds,Championship,16,Sat,2017-11-04,15:00,Aston Villa,1–2,Sheffield Weds,33154,Villa Park,Geoff Eltringham,/en/matches/ba4ed7b1/Aston-Villa-Sheffield-Wednesday-November-4-2017-Championship,,ba4ed7b1
ENG-Championship,1718,2017-11-04 Barnsley-Birmingham City,Championship,16,Sat,2017-11-04,15:00,Barnsley,2–0,Birmingham City,12946,Oakwell Stadium,James Linington,/en/matches/ba4d782d/Barnsley-Birmingham-City-November-4-2017-Championship,,ba4d782d
ENG-Championship,1718,2017-11-04 Bolton Wanderers-Norwich City,Championship,16,Sat,2017-11-04,15:00,Bolton Wanderers,2–1,Norwich City,14786,Macron Stadium,Steve Martin,/en/matches/a9eb13e1/Bolton-Wanderers-Norwich-City-November-4-2017-Championship,,a9eb13e1
ENG-Championship,1718,2017-11-04 Brentford-Leeds United,Championship,16,Sat,2017-11-04,17:30,Brentford,3–1,Leeds United,11068,Griffin Park,Stuart Attwell,/en/matches/32adc47c/Brentford-Leeds-United-November-4-2017-Championship,,32adc47c
ENG-Championship,1718,2017-11-04 Bristol City-Cardiff City,Championship,16,Sat,2017-11-04,12:00,Bristol City,2–1,Cardiff City,21692,Ashton Gate Stadium,Mike Jones,/en/matches/da7a5809/Bristol-City-Cardiff-City-November-4-2017-Championship,,da7a5809
ENG-Championship,1718,2017-11-04 Derby County-Reading,Championship,16,Sat,2017-11-04,15:00,Derby County,2–4,Reading,25928,iPro Stadium,Keith Stroud,/en/matches/ca86f04d/Derby-County-Reading-November-4-2017-Championship,,ca86f04d
ENG-Championship,1718,2017-11-04 Ipswich Town-Preston North End,Championship,16,Sat,2017-11-04,15:00,Ipswich Town,3–0,Preston North End,14390,Portman Road Stadium,Andy Madley,/en/matches/d94a1933/Ipswich-Town-Preston-North-End-November-4-2017-Championship,,d94a1933
ENG-Championship,1718,2017-11-04 Millwall-Burton Albion,Championship,16,Sat,2017-11-04,15:00,Millwall,0–1,Burton Albion,11507,The Den,Tony Harrington,/en/matches/4cd3bdba/Millwall-Burton-Albion-November-4-2017-Championship,,4cd3bdba
ENG-Championship,1718,2017-11-04 Nottingham Forest-QPR,Championship,16,Sat,2017-11-04,15:00,Nottingham Forest,4–0,QPR,24021,The City Ground,Tim Robinson,/en/matches/a76e4933/Nottingham-Forest-Queens-Park-Rangers-November-4-2017-Championship,,a76e4933
ENG-Championship,1718,2017-11-04 Sheffield United-Hull City,Championship,16,Sat,2017-11-04,15:00,Sheffield United,4–1,Hull City,27466,Bramall Lane,Darren Bond,/en/matches/3d8d4044/Sheffield-United-Hull-City-November-4-2017-Championship,,3d8d4044
ENG-Championship,1718,2017-11-05 Middlesbrough-Sunderland,Championship,16,Sun,2017-11-05,12:15,Middlesbrough,1–0,Sunderland,29277,Riverside Stadium,Jeremy Simpson,/en/matches/dce35f51/Middlesbrough-Sunderland-November-5-2017-Championship,,dce35f51
ENG-Championship,1718,2017-11-17 Burton Albion-Sheffield United,Championship,17,Fri,2017-11-17,19:45,Burton Albion,1–3,Sheffield United,5167,Pirelli Stadium,Oliver Langford,/en/matches/7d882597/Burton-Albion-Sheffield-United-November-17-2017-Championship,,7d882597
ENG-Championship,1718,2017-11-17 Preston North End-Bolton Wanderers,Championship,17,Fri,2017-11-17,19:45,Preston North End,0–0,Bolton Wanderers,15213,Deepdale Stadium,Simon Hooper,/en/matches/9264ee5b/Preston-North-End-Bolton-Wanderers-November-17-2017-Championship,,9264ee5b
ENG-Championship,1718,2017-11-18 Birmingham City-Nottingham Forest,Championship,17,Sat,2017-11-18,15:00,Birmingham City,1–0,Nottingham Forest,21071,St Andrew's Trillion Trophy Stadium,Chris Kavanagh,/en/matches/de2cad8e/Birmingham-City-Nottingham-Forest-November-18-2017-Championship,,de2cad8e
ENG-Championship,1718,2017-11-18 Cardiff City-Brentford,Championship,17,Sat,2017-11-18,15:00,Cardiff City,2–0,Brentford,16335,Cardiff City Stadium,Andy Madley,/en/matches/eb6f9296/Cardiff-City-Brentford-November-18-2017-Championship,,eb6f9296
ENG-Championship,1718,2017-11-18 Fulham-Derby County,Championship,17,Sat,2017-11-18,17:30,Fulham,1–1,Derby County,18192,Craven Cottage,Darren Bond,/en/matches/41849210/Fulham-Derby-County-November-18-2017-Championship,,41849210
ENG-Championship,1718,2017-11-18 Hull City-Ipswich Town,Championship,17,Sat,2017-11-18,15:00,Hull City,2–2,Ipswich Town,15516,Kingston Communications Stadium,David Coote,/en/matches/efa24f13/Hull-City-Ipswich-Town-November-18-2017-Championship,,efa24f13
ENG-Championship,1718,2017-11-18 Norwich City-Barnsley,Championship,17,Sat,2017-11-18,15:00,Norwich City,1–1,Barnsley,25545,Carrow Road,Axel Motiño,/en/matches/c21e7a81/Norwich-City-Barnsley-November-18-2017-Championship,,c21e7a81
ENG-Championship,1718,2017-11-18 QPR-Aston Villa,Championship,17,Sat,2017-11-18,15:00,QPR,1–2,Aston Villa,16934,Loftus Road Stadium,Darren England,/en/matches/6960cb24/Queens-Park-Rangers-Aston-Villa-November-18-2017-Championship,,6960cb24
ENG-Championship,1718,2017-11-18 Reading-Wolves,Championship,17,Sat,2017-11-18,15:00,Reading,0–2,Wolves,20708,Madejski Stadium,Roger East,/en/matches/4d516324/Reading-Wolverhampton-Wanderers-November-18-2017-Championship,,4d516324
ENG-Championship,1718,2017-11-18 Sheffield Weds-Bristol City,Championship,17,Sat,2017-11-18,15:00,Sheffield Weds,0–0,Bristol City,25916,Hillsborough Stadium,Tony Harrington,/en/matches/e92d8b68/Sheffield-Wednesday-Bristol-City-November-18-2017-Championship,,e92d8b68
ENG-Championship,1718,2017-11-18 Sunderland-Millwall,Championship,17,Sat,2017-11-18,15:00,Sunderland,2–2,Millwall,27399,Stadium of Light,Tim Robinson,/en/matches/a8dc7be6/Sunderland-Millwall-November-18-2017-Championship,,a8dc7be6
ENG-Championship,1718,2017-11-19 Leeds United-Middlesbrough,Championship,17,Sun,2017-11-19,13:15,Leeds United,2–1,Middlesbrough,33771,Elland Road,Keith Stroud,/en/matches/806487c0/Leeds-United-Middlesbrough-November-19-2017-Championship,,806487c0
ENG-Championship,1718,2017-11-21 Aston Villa-Sunderland,Championship,18,Tue,2017-11-21,19:45,Aston Villa,2–1,Sunderland,27662,Villa Park,Steve Martin,/en/matches/fac74b42/Aston-Villa-Sunderland-November-21-2017-Championship,,fac74b42
ENG-Championship,1718,2017-11-21 Barnsley-Cardiff City,Championship,18,Tue,2017-11-21,19:45,Barnsley,0–1,Cardiff City,11051,Oakwell Stadium,David Coote,/en/matches/840b78ec/Barnsley-Cardiff-City-November-21-2017-Championship,,840b78ec
ENG-Championship,1718,2017-11-21 Bolton Wanderers-Reading,Championship,18,Tue,2017-11-21,20:00,Bolton Wanderers,2–2,Reading,13113,Macron Stadium,Andy Madley,/en/matches/01ac1eaf/Bolton-Wanderers-Reading-November-21-2017-Championship,,01ac1eaf
