league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2324,2023-09-30 Millwall-Swansea City,Championship,9,Sat,2023-09-30,15:00,Millwall,0–3,Swansea City,14803,The Den,John Busby,/en/matches/a29e57cd/Millwall-Swansea-City-September-30-2023-Championship,,a29e57cd
ENG-Championship,2324,2023-09-30 Norwich City-Birmingham City,Championship,9,Sat,2023-09-30,15:00,Norwich City,2–0,Birmingham City,26231,Carrow Road,Gavin Ward,/en/matches/1b327a34/Norwich-City-Birmingham-City-September-30-2023-Championship,,1b327a34
ENG-Championship,2324,2023-09-30 Preston North End-West Brom,Championship,9,Sat,2023-09-30,15:00,Preston North End,0–4,West Brom,16658,Deepdale Stadium,Joshua Smith,/en/matches/82fa5911/Preston-North-End-West-Bromwich-Albion-September-30-2023-Championship,,82fa5911
ENG-Championship,2324,2023-09-30 QPR-Coventry City,Championship,9,Sat,2023-09-30,15:00,QPR,1–3,Coventry City,16293,MATRADE Loftus Road Stadium,Tom Nield,/en/matches/904c6ce1/Queens-Park-Rangers-Coventry-City-September-30-2023-Championship,,904c6ce1
ENG-Championship,2324,2023-09-30 Southampton-Leeds United,Championship,9,Sat,2023-09-30,12:30,Southampton,3–1,Leeds United,30372,St. Mary's Stadium,John Brooks,/en/matches/702dd9db/Southampton-Leeds-United-September-30-2023-Championship,,702dd9db
ENG-Championship,2324,2023-09-30 Watford-Middlesbrough,Championship,9,Sat,2023-09-30,15:00,Watford,2–3,Middlesbrough,18446,Vicarage Road Stadium,Oliver Langford,/en/matches/13f7e0fe/Watford-Middlesbrough-September-30-2023-Championship,,13f7e0fe
ENG-Championship,2324,2023-10-01 Blackburn Rovers-Leicester City,Championship,9,Sun,2023-10-01,12:00,Blackburn Rovers,1–4,Leicester City,15937,Ewood Park,James Linington,/en/matches/5fa64df7/Blackburn-Rovers-Leicester-City-October-1-2023-Championship,,5fa64df7
ENG-Championship,2324,2023-10-03 Birmingham City-Huddersfield Town,Championship,10,Tue,2023-10-03,19:45,Birmingham City,4–1,Huddersfield Town,15944,St. Andrew's @ Knighthead Park,Samuel Allison,/en/matches/223cc359/Birmingham-City-Huddersfield-Town-October-3-2023-Championship,,223cc359
ENG-Championship,2324,2023-10-03 Ipswich Town-Hull City,Championship,10,Tue,2023-10-03,19:45,Ipswich Town,3–0,Hull City,27070,Portman Road Stadium,Matt Donohue,/en/matches/bc06a4f8/Ipswich-Town-Hull-City-October-3-2023-Championship,,bc06a4f8
ENG-Championship,2324,2023-10-03 Middlesbrough-Cardiff City,Championship,10,Tue,2023-10-03,19:45,Middlesbrough,2–0,Cardiff City,24276,Riverside Stadium,Andy Madley,/en/matches/3b4cfe0b/Middlesbrough-Cardiff-City-October-3-2023-Championship,,3b4cfe0b
ENG-Championship,2324,2023-10-03 Plymouth Argyle-Millwall,Championship,10,Tue,2023-10-03,19:45,Plymouth Argyle,0–2,Millwall,15891,Home Park,Oliver Langford,/en/matches/60618f32/Plymouth-Argyle-Millwall-October-3-2023-Championship,,60618f32
ENG-Championship,2324,2023-10-03 Stoke City-Southampton,Championship,10,Tue,2023-10-03,20:00,Stoke City,0–1,Southampton,20002,Bet365 Stadium,James Bell,/en/matches/296115a7/Stoke-City-Southampton-October-3-2023-Championship,,296115a7
ENG-Championship,2324,2023-10-03 West Brom-Sheffield Weds,Championship,10,Tue,2023-10-03,20:00,West Brom,1–0,Sheffield Weds,22558,The Hawthorns,John Busby,/en/matches/e22c3c77/West-Bromwich-Albion-Sheffield-Wednesday-October-3-2023-Championship,,e22c3c77
ENG-Championship,2324,2023-10-04 Coventry City-Blackburn Rovers,Championship,10,Wed,2023-10-04,19:45,Coventry City,1–0,Blackburn Rovers,22370,Coventry Building Society Arena,Jeremy Simpson,/en/matches/ec296c1c/Coventry-City-Blackburn-Rovers-October-4-2023-Championship,,ec296c1c
ENG-Championship,2324,2023-10-04 Leeds United-QPR,Championship,10,Wed,2023-10-04,19:45,Leeds United,1–0,QPR,32663,Elland Road,David Webb,/en/matches/5cc475a9/Leeds-United-Queens-Park-Rangers-October-4-2023-Championship,,5cc475a9
ENG-Championship,2324,2023-10-04 Leicester City-Preston North End,Championship,10,Wed,2023-10-04,19:45,Leicester City,3–0,Preston North End,30380,King Power Stadium,Thomas Bramall,/en/matches/183b0153/Leicester-City-Preston-North-End-October-4-2023-Championship,,183b0153
ENG-Championship,2324,2023-10-04 Rotherham United-Bristol City,Championship,10,Wed,2023-10-04,20:00,Rotherham United,1–2,Bristol City,9221,AESSEAL New York Stadium,Dean Whitestone,/en/matches/08620dfd/Rotherham-United-Bristol-City-October-4-2023-Championship,,08620dfd
ENG-Championship,2324,2023-10-04 Sunderland-Watford,Championship,10,Wed,2023-10-04,19:45,Sunderland,2–0,Watford,38120,Stadium of Light,Andrew Davies,/en/matches/37204d73/Sunderland-Watford-October-4-2023-Championship,,37204d73
ENG-Championship,2324,2023-10-04 Swansea City-Norwich City,Championship,10,Wed,2023-10-04,19:45,Swansea City,2–1,Norwich City,14512,Swansea.com Stadium,Tom Nield,/en/matches/96d0386c/Swansea-City-Norwich-City-October-4-2023-Championship,,96d0386c
ENG-Championship,2324,2023-10-06 Birmingham City-West Brom,Championship,11,Fri,2023-10-06,20:00,Birmingham City,3–1,West Brom,21495,St. Andrew's @ Knighthead Park,James Linington,/en/matches/70eea272/Birmingham-City-West-Bromwich-Albion-October-6-2023-Championship,,70eea272
ENG-Championship,2324,2023-10-07 Cardiff City-Watford,Championship,11,Sat,2023-10-07,15:00,Cardiff City,1–1,Watford,19804,Cardiff City Stadium,Gavin Ward,/en/matches/9a24e573/Cardiff-City-Watford-October-7-2023-Championship,,9a24e573
ENG-Championship,2324,2023-10-07 Coventry City-Norwich City,Championship,11,Sat,2023-10-07,15:00,Coventry City,1–1,Norwich City,26548,Coventry Building Society Arena,Dean Whitestone,/en/matches/ad39c5a4/Coventry-City-Norwich-City-October-7-2023-Championship,,ad39c5a4
ENG-Championship,2324,2023-10-07 Ipswich Town-Preston North End,Championship,11,Sat,2023-10-07,15:00,Ipswich Town,4–2,Preston North End,29018,Portman Road Stadium,David Webb,/en/matches/76627543/Ipswich-Town-Preston-North-End-October-7-2023-Championship,,76627543
ENG-Championship,2324,2023-10-07 Leeds United-Bristol City,Championship,11,Sat,2023-10-07,15:00,Leeds United,2–1,Bristol City,36386,Elland Road,Keith Stroud,/en/matches/6e6aae36/Leeds-United-Bristol-City-October-7-2023-Championship,,6e6aae36
ENG-Championship,2324,2023-10-07 Leicester City-Stoke City,Championship,11,Sat,2023-10-07,15:00,Leicester City,2–0,Stoke City,31589,King Power Stadium,Geoff Eltringham,/en/matches/417628f5/Leicester-City-Stoke-City-October-7-2023-Championship,,417628f5
ENG-Championship,2324,2023-10-07 Millwall-Hull City,Championship,11,Sat,2023-10-07,15:00,Millwall,2–2,Hull City,15204,The Den,Tim Robinson,/en/matches/9a10eef3/Millwall-Hull-City-October-7-2023-Championship,,9a10eef3
ENG-Championship,2324,2023-10-07 Plymouth Argyle-Swansea City,Championship,11,Sat,2023-10-07,15:00,Plymouth Argyle,1–3,Swansea City,16463,Home Park,Lewis Smith,/en/matches/f0b65534/Plymouth-Argyle-Swansea-City-October-7-2023-Championship,,f0b65534
ENG-Championship,2324,2023-10-07 QPR-Blackburn Rovers,Championship,11,Sat,2023-10-07,15:00,QPR,0–4,Blackburn Rovers,15376,MATRADE Loftus Road Stadium,Joshua Smith,/en/matches/9fef6ea0/Queens-Park-Rangers-Blackburn-Rovers-October-7-2023-Championship,,9fef6ea0
ENG-Championship,2324,2023-10-07 Sheffield Weds-Huddersfield Town,Championship,11,Sat,2023-10-07,15:00,Sheffield Weds,0–0,Huddersfield Town,26025,Hillsborough Stadium,Matt Donohue,/en/matches/c56c14db/Sheffield-Wednesday-Huddersfield-Town-October-7-2023-Championship,,c56c14db
ENG-Championship,2324,2023-10-07 Southampton-Rotherham United,Championship,11,Sat,2023-10-07,15:00,Southampton,1–1,Rotherham United,28404,St. Mary's Stadium,John Busby,/en/matches/3274ada7/Southampton-Rotherham-United-October-7-2023-Championship,,3274ada7
ENG-Championship,2324,2023-10-07 Sunderland-Middlesbrough,Championship,11,Sat,2023-10-07,12:30,Sunderland,0–4,Middlesbrough,43584,Stadium of Light,Jarred Gillett,/en/matches/d11e033a/Sunderland-Middlesbrough-October-7-2023-Championship,,d11e033a
ENG-Championship,2324,2023-10-21 Blackburn Rovers-Cardiff City,Championship,12,Sat,2023-10-21,15:00,Blackburn Rovers,1–0,Cardiff City,13572,Ewood Park,Robert Madley,/en/matches/d098d4ce/Blackburn-Rovers-Cardiff-City-October-21-2023-Championship,,d098d4ce
ENG-Championship,2324,2023-10-21 Bristol City-Coventry City,Championship,12,Sat,2023-10-21,15:00,Bristol City,1–0,Coventry City,22718,Ashton Gate Stadium,David Webb,/en/matches/8d667b81/Bristol-City-Coventry-City-October-21-2023-Championship,,8d667b81
ENG-Championship,2324,2023-10-21 Huddersfield Town-QPR,Championship,12,Sat,2023-10-21,15:00,Huddersfield Town,2–1,QPR,18010,The John Smith's Stadium,Gavin Ward,/en/matches/f25aad10/Huddersfield-Town-Queens-Park-Rangers-October-21-2023-Championship,,f25aad10
ENG-Championship,2324,2023-10-21 Hull City-Southampton,Championship,12,Sat,2023-10-21,15:00,Hull City,1–2,Southampton,21524,MKM Stadium,Geoff Eltringham,/en/matches/cff1948c/Hull-City-Southampton-October-21-2023-Championship,,cff1948c
ENG-Championship,2324,2023-10-21 Middlesbrough-Birmingham City,Championship,12,Sat,2023-10-21,15:00,Middlesbrough,1–0,Birmingham City,28449,Riverside Stadium,Rebecca Welch,/en/matches/9cf43d69/Middlesbrough-Birmingham-City-October-21-2023-Championship,,9cf43d69
ENG-Championship,2324,2023-10-21 Norwich City-Leeds United,Championship,12,Sat,2023-10-21,15:00,Norwich City,2–3,Leeds United,26758,Carrow Road,John Busby,/en/matches/bc397727/Norwich-City-Leeds-United-October-21-2023-Championship,,bc397727
ENG-Championship,2324,2023-10-21 Preston North End-Millwall,Championship,12,Sat,2023-10-21,12:30,Preston North End,1–1,Millwall,14427,Deepdale Stadium,Matt Donohue,/en/matches/c17cae40/Preston-North-End-Millwall-October-21-2023-Championship,,c17cae40
ENG-Championship,2324,2023-10-21 Stoke City-Sunderland,Championship,12,Sat,2023-10-21,15:00,Stoke City,2–1,Sunderland,25512,Bet365 Stadium,Graham Scott,/en/matches/21fb8322/Stoke-City-Sunderland-October-21-2023-Championship,,21fb8322
ENG-Championship,2324,2023-10-21 Swansea City-Leicester City,Championship,12,Sat,2023-10-21,15:00,Swansea City,1–3,Leicester City,18509,Swansea.com Stadium,Anthony Backhouse,/en/matches/dfe14a51/Swansea-City-Leicester-City-October-21-2023-Championship,,dfe14a51
ENG-Championship,2324,2023-10-21 Watford-Sheffield Weds,Championship,12,Sat,2023-10-21,15:00,Watford,1–0,Sheffield Weds,19102,Vicarage Road Stadium,Dean Whitestone,/en/matches/66169008/Watford-Sheffield-Wednesday-October-21-2023-Championship,,66169008
ENG-Championship,2324,2023-10-21 West Brom-Plymouth Argyle,Championship,12,Sat,2023-10-21,15:00,West Brom,0–0,Plymouth Argyle,24732,The Hawthorns,Stephen Martin,/en/matches/4f28a398/West-Bromwich-Albion-Plymouth-Argyle-October-21-2023-Championship,,4f28a398
ENG-Championship,2324,2023-10-24 Huddersfield Town-Cardiff City,Championship,13,Tue,2023-10-24,19:45,Huddersfield Town,0–4,Cardiff City,16780,The John Smith's Stadium,Anthony Backhouse,/en/matches/bacc8208/Huddersfield-Town-Cardiff-City-October-24-2023-Championship,,bacc8208
ENG-Championship,2324,2023-10-24 Leicester City-Sunderland,Championship,13,Tue,2023-10-24,20:00,Leicester City,1–0,Sunderland,30951,King Power Stadium,Keith Stroud,/en/matches/0556c60b/Leicester-City-Sunderland-October-24-2023-Championship,,0556c60b
ENG-Championship,2324,2023-10-24 Millwall-Blackburn Rovers,Championship,13,Tue,2023-10-24,19:45,Millwall,1–2,Blackburn Rovers,13834,The Den,Andrew Davies,/en/matches/d31113ba/Millwall-Blackburn-Rovers-October-24-2023-Championship,,d31113ba
ENG-Championship,2324,2023-10-24 Norwich City-Middlesbrough,Championship,13,Tue,2023-10-24,19:45,Norwich City,1–2,Middlesbrough,25585,Carrow Road,Simon Hooper,/en/matches/4e614268/Norwich-City-Middlesbrough-October-24-2023-Championship,,4e614268
ENG-Championship,2324,2023-10-24 Swansea City-Watford,Championship,13,Tue,2023-10-24,19:45,Swansea City,0–1,Watford,14698,Swansea.com Stadium,Andrew Kitchen,/en/matches/c928370a/Swansea-City-Watford-October-24-2023-Championship,,c928370a
ENG-Championship,2324,2023-10-24 West Brom-QPR,Championship,13,Tue,2023-10-24,20:00,West Brom,2–0,QPR,21749,The Hawthorns,James Bell,/en/matches/b46c1146/West-Bromwich-Albion-Queens-Park-Rangers-October-24-2023-Championship,,b46c1146
ENG-Championship,2324,2023-10-25 Birmingham City-Hull City,Championship,13,Wed,2023-10-25,19:45,Birmingham City,0–2,Hull City,19530,St. Andrew's @ Knighthead Park,John Busby,/en/matches/29a8cfd9/Birmingham-City-Hull-City-October-25-2023-Championship,,29a8cfd9
ENG-Championship,2324,2023-10-25 Bristol City-Ipswich Town,Championship,13,Wed,2023-10-25,19:45,Bristol City,0–1,Ipswich Town,22784,Ashton Gate Stadium,Joshua Smith,/en/matches/0786a56f/Bristol-City-Ipswich-Town-October-25-2023-Championship,,0786a56f
ENG-Championship,2324,2023-10-25 Plymouth Argyle-Sheffield Weds,Championship,13,Wed,2023-10-25,19:45,Plymouth Argyle,3–0,Sheffield Weds,16225,Home Park,James Linington,/en/matches/158fcc31/Plymouth-Argyle-Sheffield-Wednesday-October-25-2023-Championship,,158fcc31
ENG-Championship,2324,2023-10-25 Preston North End-Southampton,Championship,13,Wed,2023-10-25,19:45,Preston North End,2–2,Southampton,15346,Deepdale Stadium,Jeremy Simpson,/en/matches/11967963/Preston-North-End-Southampton-October-25-2023-Championship,,11967963
ENG-Championship,2324,2023-10-25 Rotherham United-Coventry City,Championship,13,Wed,2023-10-25,19:45,Rotherham United,2–0,Coventry City,10553,AESSEAL New York Stadium,Lewis Smith,/en/matches/9fb6aed5/Rotherham-United-Coventry-City-October-25-2023-Championship,,9fb6aed5
ENG-Championship,2324,2023-10-25 Stoke City-Leeds United,Championship,13,Wed,2023-10-25,20:00,Stoke City,1–0,Leeds United,25871,Bet365 Stadium,Paul Tierney,/en/matches/1b9faf24/Stoke-City-Leeds-United-October-25-2023-Championship,,1b9faf24
ENG-Championship,2324,2023-10-28 Blackburn Rovers-Swansea City,Championship,14,Sat,2023-10-28,15:00,Blackburn Rovers,0–1,Swansea City,13102,Ewood Park,Stephen Martin,/en/matches/d5cfc501/Blackburn-Rovers-Swansea-City-October-28-2023-Championship,,d5cfc501
ENG-Championship,2324,2023-10-28 Cardiff City-Bristol City,Championship,14,Sat,2023-10-28,15:00,Cardiff City,2–0,Bristol City,25803,Cardiff City Stadium,Darren England,/en/matches/b76c7065/Cardiff-City-Bristol-City-October-28-2023-Championship,,b76c7065
ENG-Championship,2324,2023-10-28 Hull City-Preston North End,Championship,14,Sat,2023-10-28,15:00,Hull City,1–0,Preston North End,24267,MKM Stadium,Lewis Smith,/en/matches/ce9fdac5/Hull-City-Preston-North-End-October-28-2023-Championship,,ce9fdac5
ENG-Championship,2324,2023-10-28 Ipswich Town-Plymouth Argyle,Championship,14,Sat,2023-10-28,15:00,Ipswich Town,3–2,Plymouth Argyle,29027,Portman Road Stadium,Gavin Ward,/en/matches/104d2548/Ipswich-Town-Plymouth-Argyle-October-28-2023-Championship,,104d2548
ENG-Championship,2324,2023-10-28 Leeds United-Huddersfield Town,Championship,14,Sat,2023-10-28,12:30,Leeds United,4–1,Huddersfield Town,36813,Elland Road,James Bell,/en/matches/0bc77cd5/Leeds-United-Huddersfield-Town-October-28-2023-Championship,,0bc77cd5
ENG-Championship,2324,2023-10-28 Middlesbrough-Stoke City,Championship,14,Sat,2023-10-28,15:00,Middlesbrough,0–2,Stoke City,26732,Riverside Stadium,Andrew Kitchen,/en/matches/fc8ed6c8/Middlesbrough-Stoke-City-October-28-2023-Championship,,fc8ed6c8
ENG-Championship,2324,2023-10-28 QPR-Leicester City,Championship,14,Sat,2023-10-28,15:00,QPR,1–2,Leicester City,17385,MATRADE Loftus Road Stadium,Leigh Doughty,/en/matches/c9cd60b8/Queens-Park-Rangers-Leicester-City-October-28-2023-Championship,,c9cd60b8
ENG-Championship,2324,2023-10-28 Southampton-Birmingham City,Championship,14,Sat,2023-10-28,12:30,Southampton,3–1,Birmingham City,28924,St. Mary's Stadium,David Webb,/en/matches/ec9cd8f9/Southampton-Birmingham-City-October-28-2023-Championship,,ec9cd8f9
ENG-Championship,2324,2023-10-28 Sunderland-Norwich City,Championship,14,Sat,2023-10-28,15:00,Sunderland,3–1,Norwich City,39871,Stadium of Light,Anthony Backhouse,/en/matches/2d364b37/Sunderland-Norwich-City-October-28-2023-Championship,,2d364b37
ENG-Championship,2324,2023-10-28 Watford-Millwall,Championship,14,Sat,2023-10-28,15:00,Watford,2–2,Millwall,18620,Vicarage Road Stadium,Keith Stroud,/en/matches/864a5b72/Watford-Millwall-October-28-2023-Championship,,864a5b72
ENG-Championship,2324,2023-10-29 Sheffield Weds-Rotherham United,Championship,14,Sun,2023-10-29,13:00,Sheffield Weds,2–0,Rotherham United,29038,Hillsborough Stadium,Andrew Davies,/en/matches/a4a3166b/Sheffield-Wednesday-Rotherham-United-October-29-2023-Championship,,a4a3166b
ENG-Championship,2324,2023-10-30 Coventry City-West Brom,Championship,14,Mon,2023-10-30,20:00,Coventry City,0–2,West Brom,23971,Coventry Building Society Arena,Peter Bankes,/en/matches/4376484e/Coventry-City-West-Bromwich-Albion-October-30-2023-Championship,,4376484e
ENG-Championship,2324,2023-11-03 Leicester City-Leeds United,Championship,15,Fri,2023-11-03,20:00,Leicester City,0–1,Leeds United,32011,King Power Stadium,Dean Whitestone,/en/matches/01edf7a3/Leicester-City-Leeds-United-November-3-2023-Championship,,01edf7a3
ENG-Championship,2324,2023-11-04 Birmingham City-Ipswich Town,Championship,15,Sat,2023-11-04,15:00,Birmingham City,2–2,Ipswich Town,20940,St. Andrew's @ Knighthead Park,Leigh Doughty,/en/matches/5ffeb8fb/Birmingham-City-Ipswich-Town-November-4-2023-Championship,,5ffeb8fb
ENG-Championship,2324,2023-11-04 Bristol City-Sheffield Weds,Championship,15,Sat,2023-11-04,15:00,Bristol City,1–0,Sheffield Weds,22322,Ashton Gate Stadium,Lewis Smith,/en/matches/7616e8b1/Bristol-City-Sheffield-Wednesday-November-4-2023-Championship,,7616e8b1
ENG-Championship,2324,2023-11-04 Huddersfield Town-Watford,Championship,15,Sat,2023-11-04,15:00,Huddersfield Town,0–0,Watford,18225,The John Smith's Stadium,Sunny Gill,/en/matches/44a4af82/Huddersfield-Town-Watford-November-4-2023-Championship,,44a4af82
ENG-Championship,2324,2023-11-04 Millwall-Southampton,Championship,15,Sat,2023-11-04,15:00,Millwall,0–1,Southampton,18905,The Den,James Linington,/en/matches/537a25e5/Millwall-Southampton-November-4-2023-Championship,,537a25e5
ENG-Championship,2324,2023-11-04 Plymouth Argyle-Middlesbrough,Championship,15,Sat,2023-11-04,15:00,Plymouth Argyle,3–3,Middlesbrough,16471,Home Park,Darren England,/en/matches/6f1a6fe5/Plymouth-Argyle-Middlesbrough-November-4-2023-Championship,,6f1a6fe5
ENG-Championship,2324,2023-11-04 Preston North End-Coventry City,Championship,15,Sat,2023-11-04,15:00,Preston North End,3–2,Coventry City,16716,Deepdale Stadium,Anthony Taylor,/en/matches/ee7eb224/Preston-North-End-Coventry-City-November-4-2023-Championship,,ee7eb224
ENG-Championship,2324,2023-11-04 Rotherham United-QPR,Championship,15,Sat,2023-11-04,15:00,Rotherham United,1–1,QPR,10199,AESSEAL New York Stadium,Samuel Barrott,/en/matches/5474d17b/Rotherham-United-Queens-Park-Rangers-November-4-2023-Championship,,5474d17b
ENG-Championship,2324,2023-11-04 Stoke City-Cardiff City,Championship,15,Sat,2023-11-04,15:00,Stoke City,0–0,Cardiff City,23089,Bet365 Stadium,Oliver Langford,/en/matches/acb31de3/Stoke-City-Cardiff-City-November-4-2023-Championship,,acb31de3
ENG-Championship,2324,2023-11-04 Swansea City-Sunderland,Championship,15,Sat,2023-11-04,15:00,Swansea City,0–0,Sunderland,16974,Swansea.com Stadium,Robert Madley,/en/matches/02e9a08c/Swansea-City-Sunderland-November-4-2023-Championship,,02e9a08c
ENG-Championship,2324,2023-11-04 West Brom-Hull City,Championship,15,Sat,2023-11-04,15:00,West Brom,3–1,Hull City,23333,The Hawthorns,Andrew Kitchen,/en/matches/ddbfd27b/West-Bromwich-Albion-Hull-City-November-4-2023-Championship,,ddbfd27b
ENG-Championship,2324,2023-11-05 Norwich City-Blackburn Rovers,Championship,15,Sun,2023-11-05,12:00,Norwich City,1–3,Blackburn Rovers,25696,Carrow Road,Joshua Smith,/en/matches/5c365549/Norwich-City-Blackburn-Rovers-November-5-2023-Championship,,5c365549
ENG-Championship,2324,2023-11-07 Rotherham United-Ipswich Town,Championship,12,Tue,2023-11-07,20:00,Rotherham United,2–2,Ipswich Town,10800,AESSEAL New York Stadium,Graham Scott,/en/matches/cd162978/Rotherham-United-Ipswich-Town-November-7-2023-Championship,,cd162978
ENG-Championship,2324,2023-11-10 Blackburn Rovers-Preston North End,Championship,16,Fri,2023-11-10,20:00,Blackburn Rovers,1–2,Preston North End,20596,Ewood Park,Thomas Bramall,/en/matches/254ac040/Blackburn-Rovers-Preston-North-End-November-10-2023-Championship,,254ac040
ENG-Championship,2324,2023-11-11 Cardiff City-Norwich City,Championship,16,Sat,2023-11-11,15:00,Cardiff City,2–3,Norwich City,21271,Cardiff City Stadium,Rebecca Welch,/en/matches/fe379ae5/Cardiff-City-Norwich-City-November-11-2023-Championship,,fe379ae5
ENG-Championship,2324,2023-11-11 Coventry City-Stoke City,Championship,16,Sat,2023-11-11,15:00,Coventry City,0–0,Stoke City,25003,Coventry Building Society Arena,Anthony Backhouse,/en/matches/09e50cba/Coventry-City-Stoke-City-November-11-2023-Championship,,09e50cba
ENG-Championship,2324,2023-11-11 Hull City-Huddersfield Town,Championship,16,Sat,2023-11-11,15:00,Hull City,1–0,Huddersfield Town,20630,MKM Stadium,Matt Donohue,/en/matches/7388182c/Hull-City-Huddersfield-Town-November-11-2023-Championship,,7388182c
ENG-Championship,2324,2023-11-11 Ipswich Town-Swansea City,Championship,16,Sat,2023-11-11,15:00,Ipswich Town,3–2,Swansea City,28925,Portman Road Stadium,Sunny Gill,/en/matches/5dd01892/Ipswich-Town-Swansea-City-November-11-2023-Championship,,5dd01892
ENG-Championship,2324,2023-11-11 Leeds United-Plymouth Argyle,Championship,16,Sat,2023-11-11,15:00,Leeds United,2–1,Plymouth Argyle,36718,Elland Road,Joshua Smith,/en/matches/293773d2/Leeds-United-Plymouth-Argyle-November-11-2023-Championship,,293773d2
ENG-Championship,2324,2023-11-11 Middlesbrough-Leicester City,Championship,16,Sat,2023-11-11,15:00,Middlesbrough,1–0,Leicester City,30042,Riverside Stadium,Oliver Langford,/en/matches/35d67a10/Middlesbrough-Leicester-City-November-11-2023-Championship,,35d67a10
ENG-Championship,2324,2023-11-11 QPR-Bristol City,Championship,16,Sat,2023-11-11,15:00,QPR,0–0,Bristol City,17540,MATRADE Loftus Road Stadium,Geoff Eltringham,/en/matches/d06ae105/Queens-Park-Rangers-Bristol-City-November-11-2023-Championship,,d06ae105
ENG-Championship,2324,2023-11-11 Sheffield Weds-Millwall,Championship,16,Sat,2023-11-11,15:00,Sheffield Weds,0–4,Millwall,25678,Hillsborough Stadium,Gavin Ward,/en/matches/60a2314a/Sheffield-Wednesday-Millwall-November-11-2023-Championship,,60a2314a
ENG-Championship,2324,2023-11-11 Southampton-West Brom,Championship,16,Sat,2023-11-11,15:00,Southampton,2–1,West Brom,30160,St. Mary's Stadium,Tom Nield,/en/matches/6b967504/Southampton-West-Bromwich-Albion-November-11-2023-Championship,,6b967504
ENG-Championship,2324,2023-11-11 Sunderland-Birmingham City,Championship,16,Sat,2023-11-11,12:30,Sunderland,3–1,Birmingham City,40922,Stadium of Light,Dean Whitestone,/en/matches/ef0f042c/Sunderland-Birmingham-City-November-11-2023-Championship,,ef0f042c
ENG-Championship,2324,2023-11-11 Watford-Rotherham United,Championship,16,Sat,2023-11-11,15:00,Watford,5–0,Rotherham United,17349,Vicarage Road Stadium,Stephen Martin,/en/matches/629a8fb9/Watford-Rotherham-United-November-11-2023-Championship,,629a8fb9
ENG-Championship,2324,2023-11-24 Rotherham United-Leeds United,Championship,17,Fri,2023-11-24,20:00,Rotherham United,1–1,Leeds United,11471,AESSEAL New York Stadium,Oliver Langford,/en/matches/38902dba/Rotherham-United-Leeds-United-November-24-2023-Championship,,38902dba
ENG-Championship,2324,2023-11-25 Birmingham City-Sheffield Weds,Championship,17,Sat,2023-11-25,15:00,Birmingham City,2–1,Sheffield Weds,20941,St. Andrew's @ Knighthead Park,Rebecca Welch,/en/matches/717dbdab/Birmingham-City-Sheffield-Wednesday-November-25-2023-Championship,,717dbdab
ENG-Championship,2324,2023-11-25 Bristol City-Middlesbrough,Championship,17,Sat,2023-11-25,15:00,Bristol City,3–2,Middlesbrough,21694,Ashton Gate Stadium,John Busby,/en/matches/41406425/Bristol-City-Middlesbrough-November-25-2023-Championship,,41406425
ENG-Championship,2324,2023-11-25 Huddersfield Town-Southampton,Championship,17,Sat,2023-11-25,15:00,Huddersfield Town,1–1,Southampton,19387,The John Smith's Stadium,David Webb,/en/matches/5f3ff379/Huddersfield-Town-Southampton-November-25-2023-Championship,,5f3ff379
ENG-Championship,2324,2023-11-25 Leicester City-Watford,Championship,17,Sat,2023-11-25,15:00,Leicester City,2–0,Watford,31577,King Power Stadium,Samuel Allison,/en/matches/6da77c36/Leicester-City-Watford-November-25-2023-Championship,,6da77c36
ENG-Championship,2324,2023-11-25 Millwall-Coventry City,Championship,17,Sat,2023-11-25,15:00,Millwall,0–3,Coventry City,18067,The Den,Darren England,/en/matches/f0eeb2f5/Millwall-Coventry-City-November-25-2023-Championship,,f0eeb2f5
ENG-Championship,2324,2023-11-25 Norwich City-QPR,Championship,17,Sat,2023-11-25,15:00,Norwich City,1–0,QPR,25650,Carrow Road,Stephen Martin,/en/matches/4d7127d1/Norwich-City-Queens-Park-Rangers-November-25-2023-Championship,,4d7127d1
ENG-Championship,2324,2023-11-25 Plymouth Argyle-Sunderland,Championship,17,Sat,2023-11-25,15:00,Plymouth Argyle,2–0,Sunderland,16457,Home Park,James Bell,/en/matches/c7223fe3/Plymouth-Argyle-Sunderland-November-25-2023-Championship,,c7223fe3
ENG-Championship,2324,2023-11-25 Preston North End-Cardiff City,Championship,17,Sat,2023-11-25,15:00,Preston North End,1–2,Cardiff City,14593,Deepdale Stadium,Robert Madley,/en/matches/c2a3e87b/Preston-North-End-Cardiff-City-November-25-2023-Championship,,c2a3e87b
ENG-Championship,2324,2023-11-25 Stoke City-Blackburn Rovers,Championship,17,Sat,2023-11-25,15:00,Stoke City,0–3,Blackburn Rovers,22652,Bet365 Stadium,Andrew Kitchen,/en/matches/329be1f2/Stoke-City-Blackburn-Rovers-November-25-2023-Championship,,329be1f2
ENG-Championship,2324,2023-11-25 Swansea City-Hull City,Championship,17,Sat,2023-11-25,15:00,Swansea City,2–2,Hull City,14864,Swansea.com Stadium,Dean Whitestone,/en/matches/4a6afe12/Swansea-City-Hull-City-November-25-2023-Championship,,4a6afe12
