league,season,game,round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Championship,2021,2021-01-30 Nottingham Forest-Barnsley,Championship,27,Sat,2021-01-30,15:00,Nottingham Forest,0–0,Barnsley,,The City Ground,Leigh Doughty,/en/matches/5f9168c3/Nottingham-Forest-Barnsley-January-30-2021-Championship,,5f9168c3
ENG-Championship,2021,2021-01-30 Rotherham United-Swansea City,Championship,27,Sat,2021-01-30,15:00,Rotherham United,1–3,Swansea City,,New York Stadium,Tony Harrington,/en/matches/f8c291cc/Rotherham-United-Swansea-City-January-30-2021-Championship,,f8c291cc
ENG-Championship,2021,2021-01-30 Sheffield Weds-Preston North End,Championship,27,Sat,2021-01-30,15:00,Sheffield Weds,1–0,Preston North End,,Hillsborough Stadium,Andre Marriner,/en/matches/864217c6/Sheffield-Wednesday-Preston-North-End-January-30-2021-Championship,,864217c6
ENG-Championship,2021,2021-02-01 Watford-QPR,Championship,27,Mon,2021-02-01,19:45,Watford,1–2,QPR,,Vicarage Road Stadium,Jarred Gillett,/en/matches/8eccc0d8/Watford-Queens-Park-Rangers-February-1-2021-Championship,,8eccc0d8
ENG-Championship,2021,2021-02-02 Bournemouth-Sheffield Weds,Championship,26,Tue,2021-02-02,19:00,Bournemouth,1–2,Sheffield Weds,,Vitality Stadium,Andy Woolmer,/en/matches/30aa6d4a/Bournemouth-Sheffield-Wednesday-February-2-2021-Championship,,30aa6d4a
ENG-Championship,2021,2021-02-02 Coventry City-Nottingham Forest,Championship,26,Tue,2021-02-02,19:00,Coventry City,1–2,Nottingham Forest,,St Andrew's Trillion Trophy Stadium,Tony Harrington,/en/matches/cf53dbfa/Coventry-City-Nottingham-Forest-February-2-2021-Championship,,cf53dbfa
ENG-Championship,2021,2021-02-02 Millwall-Norwich City,Championship,26,Tue,2021-02-02,18:00,Millwall,0–0,Norwich City,,The Den,Steve Martin,/en/matches/141f11cb/Millwall-Norwich-City-February-2-2021-Championship,,141f11cb
ENG-Championship,2021,2021-02-02 Wycombe Wanderers-Birmingham City,Championship,26,Tue,2021-02-02,19:00,Wycombe Wanderers,0–0,Birmingham City,,Adams Park,John Brooks,/en/matches/3e5aab8e/Wycombe-Wanderers-Birmingham-City-February-2-2021-Championship,,3e5aab8e
ENG-Championship,2021,2021-02-03 Brentford-Bristol City,Championship,23,Wed,2021-02-03,19:45,Brentford,3–2,Bristol City,,Brentford Community Stadium,Tim Robinson,/en/matches/3b01cdee/Brentford-Bristol-City-February-3-2021-Championship,,3b01cdee
ENG-Championship,2021,2021-02-03 Rotherham United-Derby County,Championship,20,Wed,2021-02-03,19:00,Rotherham United,3–0,Derby County,,New York Stadium,Jeremy Simpson,/en/matches/ca9206b8/Rotherham-United-Derby-County-February-3-2021-Championship,,ca9206b8
ENG-Championship,2021,2021-02-05 Swansea City-Norwich City,Championship,28,Fri,2021-02-05,20:15,Swansea City,2–0,Norwich City,,Liberty Stadium,Simon Hooper,/en/matches/b6cd20be/Swansea-City-Norwich-City-February-5-2021-Championship,,b6cd20be
ENG-Championship,2021,2021-02-06 Bournemouth-Birmingham City,Championship,28,Sat,2021-02-06,15:00,Bournemouth,3–2,Birmingham City,,Vitality Stadium,Jeremy Simpson,/en/matches/3cf5770d/Bournemouth-Birmingham-City-February-6-2021-Championship,,3cf5770d
ENG-Championship,2021,2021-02-06 Bristol City-Cardiff City,Championship,28,Sat,2021-02-06,15:00,Bristol City,0–2,Cardiff City,,Ashton Gate Stadium,Jarred Gillett,/en/matches/eaa57f23/Bristol-City-Cardiff-City-February-6-2021-Championship,,eaa57f23
ENG-Championship,2021,2021-02-06 Coventry City-Watford,Championship,28,Sat,2021-02-06,12:30,Coventry City,0–0,Watford,,St Andrew's Trillion Trophy Stadium,Graham Scott,/en/matches/1b30e4af/Coventry-City-Watford-February-6-2021-Championship,,1b30e4af
ENG-Championship,2021,2021-02-06 Luton Town-Huddersfield Town,Championship,28,Sat,2021-02-06,15:00,Luton Town,1–1,Huddersfield Town,,Kenilworth Road Stadium,Leigh Doughty,/en/matches/68531818/Luton-Town-Huddersfield-Town-February-6-2021-Championship,,68531818
ENG-Championship,2021,2021-02-06 Middlesbrough-Brentford,Championship,28,Sat,2021-02-06,15:00,Middlesbrough,1–4,Brentford,,Riverside Stadium,Darren Bond,/en/matches/587d2d4d/Middlesbrough-Brentford-February-6-2021-Championship,,587d2d4d
ENG-Championship,2021,2021-02-06 Millwall-Sheffield Weds,Championship,28,Sat,2021-02-06,15:00,Millwall,4–1,Sheffield Weds,,The Den,Geoff Eltringham,/en/matches/be7a39ad/Millwall-Sheffield-Wednesday-February-6-2021-Championship,,be7a39ad
ENG-Championship,2021,2021-02-06 Preston North End-Rotherham United,Championship,28,Sat,2021-02-06,15:00,Preston North End,1–2,Rotherham United,,Deepdale Stadium,Gavin Ward,/en/matches/8459cca8/Preston-North-End-Rotherham-United-February-6-2021-Championship,,8459cca8
ENG-Championship,2021,2021-02-06 QPR-Blackburn Rovers,Championship,28,Sat,2021-02-06,15:00,QPR,1–0,Blackburn Rovers,,Kiyan Prince Foundation Stadium,Tony Harrington,/en/matches/ba139c1b/Queens-Park-Rangers-Blackburn-Rovers-February-6-2021-Championship,,ba139c1b
ENG-Championship,2021,2021-02-06 Stoke City-Reading,Championship,28,Sat,2021-02-06,15:00,Stoke City,0–0,Reading,,Bet365 Stadium,Tim Robinson,/en/matches/b307e64b/Stoke-City-Reading-February-6-2021-Championship,,b307e64b
ENG-Championship,2021,2021-02-06 Wycombe Wanderers-Nottingham Forest,Championship,28,Sat,2021-02-06,15:00,Wycombe Wanderers,0–3,Nottingham Forest,,Adams Park,James Linington,/en/matches/ea91f27f/Wycombe-Wanderers-Nottingham-Forest-February-6-2021-Championship,,ea91f27f
ENG-Championship,2021,2021-02-09 Rotherham United-Cardiff City,Championship,23,Tue,2021-02-09,19:00,Rotherham United,1–2,Cardiff City,,New York Stadium,Geoff Eltringham,/en/matches/08026f0f/Rotherham-United-Cardiff-City-February-9-2021-Championship,,08026f0f
ENG-Championship,2021,2021-02-09 Sheffield Weds-Wycombe Wanderers,Championship,25,Tue,2021-02-09,19:00,Sheffield Weds,2–0,Wycombe Wanderers,,Hillsborough Stadium,Gavin Ward,/en/matches/a7e49ecc/Sheffield-Wednesday-Wycombe-Wanderers-February-9-2021-Championship,,a7e49ecc
ENG-Championship,2021,2021-02-10 Reading-Brentford,Championship,24,Wed,2021-02-10,19:00,Reading,1–3,Brentford,,Madejski Stadium,Tony Harrington,/en/matches/f25173e9/Reading-Brentford-February-10-2021-Championship,,f25173e9
ENG-Championship,2021,2021-02-12 Blackburn Rovers-Preston North End,Championship,29,Fri,2021-02-12,19:45,Blackburn Rovers,1–2,Preston North End,,Ewood Park,David Webb,/en/matches/cf2c8c60/Blackburn-Rovers-Preston-North-End-February-12-2021-Championship,,cf2c8c60
ENG-Championship,2021,2021-02-13 Birmingham City-Luton Town,Championship,29,Sat,2021-02-13,15:00,Birmingham City,0–1,Luton Town,,St Andrew's Trillion Trophy Stadium,Gavin Ward,/en/matches/700c640b/Birmingham-City-Luton-Town-February-13-2021-Championship,,700c640b
ENG-Championship,2021,2021-02-13 Cardiff City-Coventry City,Championship,29,Sat,2021-02-13,15:00,Cardiff City,3–1,Coventry City,,Cardiff City Stadium,James Linington,/en/matches/93b3bbc7/Cardiff-City-Coventry-City-February-13-2021-Championship,,93b3bbc7
ENG-Championship,2021,2021-02-13 Derby County-Middlesbrough,Championship,29,Sat,2021-02-13,15:00,Derby County,2–1,Middlesbrough,,iPro Stadium,Matt Donohue,/en/matches/4b56b44e/Derby-County-Middlesbrough-February-13-2021-Championship,,4b56b44e
ENG-Championship,2021,2021-02-13 Huddersfield Town-Wycombe Wanderers,Championship,29,Sat,2021-02-13,15:00,Huddersfield Town,2–3,Wycombe Wanderers,,The John Smith's Stadium,Keith Stroud,/en/matches/a4c29793/Huddersfield-Town-Wycombe-Wanderers-February-13-2021-Championship,,a4c29793
ENG-Championship,2021,2021-02-13 Norwich City-Stoke City,Championship,29,Sat,2021-02-13,15:00,Norwich City,4–1,Stoke City,,Carrow Road,Jeremy Simpson,/en/matches/51a26165/Norwich-City-Stoke-City-February-13-2021-Championship,,51a26165
ENG-Championship,2021,2021-02-13 Nottingham Forest-Bournemouth,Championship,29,Sat,2021-02-13,12:30,Nottingham Forest,0–0,Bournemouth,,The City Ground,Chris Kavanagh,/en/matches/99ef7aa2/Nottingham-Forest-Bournemouth-February-13-2021-Championship,,99ef7aa2
ENG-Championship,2021,2021-02-13 Reading-Millwall,Championship,29,Sat,2021-02-13,15:00,Reading,1–2,Millwall,,Madejski Stadium,Andy Woolmer,/en/matches/69d3dd61/Reading-Millwall-February-13-2021-Championship,,69d3dd61
ENG-Championship,2021,2021-02-13 Watford-Bristol City,Championship,29,Sat,2021-02-13,15:00,Watford,6–0,Bristol City,,Vicarage Road Stadium,John Brooks,/en/matches/040c54c5/Watford-Bristol-City-February-13-2021-Championship,,040c54c5
ENG-Championship,2021,2021-02-14 Brentford-Barnsley,Championship,29,Sun,2021-02-14,13:00,Brentford,0–2,Barnsley,,Brentford Community Stadium,David Coote,/en/matches/e0a4c64f/Brentford-Barnsley-February-14-2021-Championship,,e0a4c64f
ENG-Championship,2021,2021-02-16 Bristol City-Reading,Championship,30,Tue,2021-02-16,19:45,Bristol City,0–2,Reading,,Ashton Gate Stadium,Oliver Langford,/en/matches/436151a5/Bristol-City-Reading-February-16-2021-Championship,,436151a5
ENG-Championship,2021,2021-02-16 Luton Town-Cardiff City,Championship,30,Tue,2021-02-16,20:15,Luton Town,0–2,Cardiff City,,Kenilworth Road Stadium,Tim Robinson,/en/matches/270c6cf7/Luton-Town-Cardiff-City-February-16-2021-Championship,,270c6cf7
ENG-Championship,2021,2021-02-16 Middlesbrough-Huddersfield Town,Championship,30,Tue,2021-02-16,19:45,Middlesbrough,2–1,Huddersfield Town,,Riverside Stadium,Jeremy Simpson,/en/matches/39fced9d/Middlesbrough-Huddersfield-Town-February-16-2021-Championship,,39fced9d
ENG-Championship,2021,2021-02-16 Preston North End-Watford,Championship,30,Tue,2021-02-16,19:00,Preston North End,0–1,Watford,,Deepdale Stadium,Tony Harrington,/en/matches/ab4f6f73/Preston-North-End-Watford-February-16-2021-Championship,,ab4f6f73
ENG-Championship,2021,2021-02-16 Stoke City-Sheffield Weds,Championship,30,Tue,2021-02-16,19:00,Stoke City,1–0,Sheffield Weds,,Bet365 Stadium,James Linington,/en/matches/4aa6e5ae/Stoke-City-Sheffield-Wednesday-February-16-2021-Championship,,4aa6e5ae
ENG-Championship,2021,2021-02-16 Wycombe Wanderers-Derby County,Championship,30,Tue,2021-02-16,19:45,Wycombe Wanderers,1–2,Derby County,,Adams Park,Kevin Friend,/en/matches/5fa4f5ea/Wycombe-Wanderers-Derby-County-February-16-2021-Championship,,5fa4f5ea
ENG-Championship,2021,2021-02-17 Barnsley-Blackburn Rovers,Championship,30,Wed,2021-02-17,19:45,Barnsley,2–1,Blackburn Rovers,,Oakwell Stadium,Matt Donohue,/en/matches/e235d72f/Barnsley-Blackburn-Rovers-February-17-2021-Championship,,e235d72f
ENG-Championship,2021,2021-02-17 Bournemouth-Rotherham United,Championship,30,Wed,2021-02-17,20:15,Bournemouth,1–0,Rotherham United,,Vitality Stadium,Keith Stroud,/en/matches/fcb3ab70/Bournemouth-Rotherham-United-February-17-2021-Championship,,fcb3ab70
ENG-Championship,2021,2021-02-17 Coventry City-Norwich City,Championship,30,Wed,2021-02-17,19:00,Coventry City,0–2,Norwich City,,St Andrew's Trillion Trophy Stadium,Jarred Gillett,/en/matches/70db5790/Coventry-City-Norwich-City-February-17-2021-Championship,,70db5790
ENG-Championship,2021,2021-02-17 Millwall-Birmingham City,Championship,30,Wed,2021-02-17,19:00,Millwall,2–0,Birmingham City,,The Den,Darren Bond,/en/matches/bdb49e1b/Millwall-Birmingham-City-February-17-2021-Championship,,bdb49e1b
ENG-Championship,2021,2021-02-17 QPR-Brentford,Championship,30,Wed,2021-02-17,19:00,QPR,2–1,Brentford,,Kiyan Prince Foundation Stadium,Gavin Ward,/en/matches/469bf7ab/Queens-Park-Rangers-Brentford-February-17-2021-Championship,,469bf7ab
ENG-Championship,2021,2021-02-17 Swansea City-Nottingham Forest,Championship,30,Wed,2021-02-17,19:00,Swansea City,1–0,Nottingham Forest,,Liberty Stadium,Geoff Eltringham,/en/matches/6fea6fea/Swansea-City-Nottingham-Forest-February-17-2021-Championship,,6fea6fea
ENG-Championship,2021,2021-02-19 Watford-Derby County,Championship,31,Fri,2021-02-19,19:45,Watford,2–1,Derby County,,Vicarage Road Stadium,Tim Robinson,/en/matches/8a1f72d3/Watford-Derby-County-February-19-2021-Championship,,8a1f72d3
ENG-Championship,2021,2021-02-20 Bristol City-Barnsley,Championship,31,Sat,2021-02-20,15:00,Bristol City,0–1,Barnsley,,Ashton Gate Stadium,James Linington,/en/matches/e6c66e1c/Bristol-City-Barnsley-February-20-2021-Championship,,e6c66e1c
ENG-Championship,2021,2021-02-20 Cardiff City-Preston North End,Championship,31,Sat,2021-02-20,15:00,Cardiff City,4–0,Preston North End,,Cardiff City Stadium,Jeremy Simpson,/en/matches/fc527e7a/Cardiff-City-Preston-North-End-February-20-2021-Championship,,fc527e7a
ENG-Championship,2021,2021-02-20 Coventry City-Brentford,Championship,31,Sat,2021-02-20,12:30,Coventry City,2–0,Brentford,,St Andrew's Trillion Trophy Stadium,Steve Martin,/en/matches/f90b452e/Coventry-City-Brentford-February-20-2021-Championship,,f90b452e
ENG-Championship,2021,2021-02-20 Huddersfield Town-Swansea City,Championship,31,Sat,2021-02-20,15:00,Huddersfield Town,4–1,Swansea City,,The John Smith's Stadium,John Brooks,/en/matches/3457a159/Huddersfield-Town-Swansea-City-February-20-2021-Championship,,3457a159
ENG-Championship,2021,2021-02-20 Millwall-Wycombe Wanderers,Championship,31,Sat,2021-02-20,15:00,Millwall,0–0,Wycombe Wanderers,,The Den,Jarred Gillett,/en/matches/a3f8d8df/Millwall-Wycombe-Wanderers-February-20-2021-Championship,,a3f8d8df
ENG-Championship,2021,2021-02-20 Norwich City-Rotherham United,Championship,31,Sat,2021-02-20,15:00,Norwich City,1–0,Rotherham United,,Carrow Road,Tony Harrington,/en/matches/ff2d4e3e/Norwich-City-Rotherham-United-February-20-2021-Championship,,ff2d4e3e
ENG-Championship,2021,2021-02-20 Nottingham Forest-Blackburn Rovers,Championship,31,Sat,2021-02-20,15:00,Nottingham Forest,1–0,Blackburn Rovers,,The City Ground,Keith Stroud,/en/matches/508d5fbe/Nottingham-Forest-Blackburn-Rovers-February-20-2021-Championship,,508d5fbe
ENG-Championship,2021,2021-02-20 QPR-Bournemouth,Championship,31,Sat,2021-02-20,15:00,QPR,2–1,Bournemouth,,Kiyan Prince Foundation Stadium,Darren Bond,/en/matches/1a9bfab6/Queens-Park-Rangers-Bournemouth-February-20-2021-Championship,,1a9bfab6
ENG-Championship,2021,2021-02-20 Reading-Middlesbrough,Championship,31,Sat,2021-02-20,15:00,Reading,0–2,Middlesbrough,,Madejski Stadium,David Webb,/en/matches/a3e7b2ab/Reading-Middlesbrough-February-20-2021-Championship,,a3e7b2ab
ENG-Championship,2021,2021-02-20 Sheffield Weds-Birmingham City,Championship,31,Sat,2021-02-20,15:00,Sheffield Weds,0–1,Birmingham City,,Hillsborough Stadium,Lee Mason,/en/matches/bf431f81/Sheffield-Wednesday-Birmingham-City-February-20-2021-Championship,,bf431f81
ENG-Championship,2021,2021-02-20 Stoke City-Luton Town,Championship,31,Sat,2021-02-20,15:00,Stoke City,3–0,Luton Town,,Bet365 Stadium,Robert Jones,/en/matches/9d836633/Stoke-City-Luton-Town-February-20-2021-Championship,,9d836633
ENG-Championship,2021,2021-02-23 Birmingham City-Norwich City,Championship,32,Tue,2021-02-23,19:00,Birmingham City,1–3,Norwich City,,St Andrew's Trillion Trophy Stadium,Oliver Langford,/en/matches/60c6e8e3/Birmingham-City-Norwich-City-February-23-2021-Championship,,60c6e8e3
ENG-Championship,2021,2021-02-23 Derby County-Huddersfield Town,Championship,32,Tue,2021-02-23,19:00,Derby County,2–0,Huddersfield Town,,iPro Stadium,Geoff Eltringham,/en/matches/fee0e983/Derby-County-Huddersfield-Town-February-23-2021-Championship,,fee0e983
ENG-Championship,2021,2021-02-23 Luton Town-Millwall,Championship,32,Tue,2021-02-23,19:45,Luton Town,1–1,Millwall,,Kenilworth Road Stadium,Graham Scott,/en/matches/a9ea0fe2/Luton-Town-Millwall-February-23-2021-Championship,,a9ea0fe2
ENG-Championship,2021,2021-02-23 Middlesbrough-Bristol City,Championship,32,Tue,2021-02-23,19:00,Middlesbrough,1–3,Bristol City,,Riverside Stadium,Tim Robinson,/en/matches/5566931a/Middlesbrough-Bristol-City-February-23-2021-Championship,,5566931a
ENG-Championship,2021,2021-02-23 Rotherham United-Nottingham Forest,Championship,32,Tue,2021-02-23,19:45,Rotherham United,0–1,Nottingham Forest,,New York Stadium,Matt Donohue,/en/matches/232f7761/Rotherham-United-Nottingham-Forest-February-23-2021-Championship,,232f7761
ENG-Championship,2021,2021-02-23 Wycombe Wanderers-Reading,Championship,32,Tue,2021-02-23,19:45,Wycombe Wanderers,1–0,Reading,,Adams Park,Dean Whitestone,/en/matches/777b4a19/Wycombe-Wanderers-Reading-February-23-2021-Championship,,777b4a19
ENG-Championship,2021,2021-02-24 Barnsley-Stoke City,Championship,32,Wed,2021-02-24,19:00,Barnsley,2–0,Stoke City,,Oakwell Stadium,Darren Bond,/en/matches/1d198da7/Barnsley-Stoke-City-February-24-2021-Championship,,1d198da7
ENG-Championship,2021,2021-02-24 Blackburn Rovers-Watford,Championship,32,Wed,2021-02-24,19:45,Blackburn Rovers,2–3,Watford,,Ewood Park,James Linington,/en/matches/c6add6a5/Blackburn-Rovers-Watford-February-24-2021-Championship,,c6add6a5
ENG-Championship,2021,2021-02-24 Bournemouth-Cardiff City,Championship,32,Wed,2021-02-24,19:45,Bournemouth,1–2,Cardiff City,,Vitality Stadium,Gavin Ward,/en/matches/b1290363/Bournemouth-Cardiff-City-February-24-2021-Championship,,b1290363
ENG-Championship,2021,2021-02-24 Brentford-Sheffield Weds,Championship,32,Wed,2021-02-24,19:00,Brentford,3–0,Sheffield Weds,,Brentford Community Stadium,Jeremy Simpson,/en/matches/6b1253b3/Brentford-Sheffield-Wednesday-February-24-2021-Championship,,6b1253b3
ENG-Championship,2021,2021-02-24 Preston North End-QPR,Championship,32,Wed,2021-02-24,19:45,Preston North End,0–0,QPR,,Deepdale Stadium,Darren England,/en/matches/33500ef7/Preston-North-End-Queens-Park-Rangers-February-24-2021-Championship,,33500ef7
ENG-Championship,2021,2021-02-24 Swansea City-Coventry City,Championship,32,Wed,2021-02-24,19:00,Swansea City,1–0,Coventry City,,Liberty Stadium,Andy Woolmer,/en/matches/6c1a7238/Swansea-City-Coventry-City-February-24-2021-Championship,,6c1a7238
ENG-Championship,2021,2021-02-26 Derby County-Nottingham Forest,Championship,33,Fri,2021-02-26,19:45,Derby County,1–1,Nottingham Forest,,iPro Stadium,Oliver Langford,/en/matches/cfee946f/Derby-County-Nottingham-Forest-February-26-2021-Championship,,cfee946f
ENG-Championship,2021,2021-02-27 Barnsley-Millwall,Championship,33,Sat,2021-02-27,15:00,Barnsley,2–1,Millwall,,Oakwell Stadium,Leigh Doughty,/en/matches/a15928e3/Barnsley-Millwall-February-27-2021-Championship,,a15928e3
ENG-Championship,2021,2021-02-27 Birmingham City-QPR,Championship,33,Sat,2021-02-27,15:00,Birmingham City,2–1,QPR,,St Andrew's Trillion Trophy Stadium,David Webb,/en/matches/68f11b54/Birmingham-City-Queens-Park-Rangers-February-27-2021-Championship,,68f11b54
ENG-Championship,2021,2021-02-27 Blackburn Rovers-Coventry City,Championship,33,Sat,2021-02-27,15:00,Blackburn Rovers,1–1,Coventry City,,Ewood Park,Darren Bond,/en/matches/4886ab58/Blackburn-Rovers-Coventry-City-February-27-2021-Championship,,4886ab58
ENG-Championship,2021,2021-02-27 Bournemouth-Watford,Championship,33,Sat,2021-02-27,12:30,Bournemouth,1–0,Watford,,Vitality Stadium,Tony Harrington,/en/matches/890b1ac4/Bournemouth-Watford-February-27-2021-Championship,,890b1ac4
ENG-Championship,2021,2021-02-27 Brentford-Stoke City,Championship,33,Sat,2021-02-27,15:00,Brentford,2–1,Stoke City,,Brentford Community Stadium,John Brooks,/en/matches/fa8d3156/Brentford-Stoke-City-February-27-2021-Championship,,fa8d3156
ENG-Championship,2021,2021-02-27 Luton Town-Sheffield Weds,Championship,33,Sat,2021-02-27,15:00,Luton Town,3–2,Sheffield Weds,,Kenilworth Road Stadium,Michael Salisbury,/en/matches/4a01e3e3/Luton-Town-Sheffield-Wednesday-February-27-2021-Championship,,4a01e3e3
ENG-Championship,2021,2021-02-27 Middlesbrough-Cardiff City,Championship,33,Sat,2021-02-27,15:00,Middlesbrough,1–1,Cardiff City,,Riverside Stadium,Jarred Gillett,/en/matches/f3865eb7/Middlesbrough-Cardiff-City-February-27-2021-Championship,,f3865eb7
ENG-Championship,2021,2021-02-27 Preston North End-Huddersfield Town,Championship,33,Sat,2021-02-27,15:00,Preston North End,3–0,Huddersfield Town,,Deepdale Stadium,James Linington,/en/matches/1cec1d84/Preston-North-End-Huddersfield-Town-February-27-2021-Championship,,1cec1d84
ENG-Championship,2021,2021-02-27 Rotherham United-Reading,Championship,33,Sat,2021-02-27,15:00,Rotherham United,0–1,Reading,,New York Stadium,David Coote,/en/matches/5247946b/Rotherham-United-Reading-February-27-2021-Championship,,5247946b
ENG-Championship,2021,2021-02-27 Swansea City-Bristol City,Championship,33,Sat,2021-02-27,15:00,Swansea City,1–3,Bristol City,,Liberty Stadium,Keith Stroud,/en/matches/2433b20b/Swansea-City-Bristol-City-February-27-2021-Championship,,2433b20b
ENG-Championship,2021,2021-02-28 Wycombe Wanderers-Norwich City,Championship,33,Sun,2021-02-28,12:00,Wycombe Wanderers,0–2,Norwich City,,Adams Park,Robert Jones,/en/matches/13cf0620/Wycombe-Wanderers-Norwich-City-February-28-2021-Championship,,13cf0620
ENG-Championship,2021,2021-03-02 Cardiff City-Derby County,Championship,34,Tue,2021-03-02,19:00,Cardiff City,4–0,Derby County,,Cardiff City Stadium,Dean Whitestone,/en/matches/7e12b96e/Cardiff-City-Derby-County-March-2-2021-Championship,,7e12b96e
ENG-Championship,2021,2021-03-02 Coventry City-Middlesbrough,Championship,34,Tue,2021-03-02,19:00,Coventry City,1–2,Middlesbrough,,St Andrew's Trillion Trophy Stadium,Graham Scott,/en/matches/5a73878a/Coventry-City-Middlesbrough-March-2-2021-Championship,,5a73878a
ENG-Championship,2021,2021-03-02 Huddersfield Town-Birmingham City,Championship,34,Tue,2021-03-02,19:00,Huddersfield Town,1–1,Birmingham City,,The John Smith's Stadium,Matt Donohue,/en/matches/517bb506/Huddersfield-Town-Birmingham-City-March-2-2021-Championship,,517bb506
ENG-Championship,2021,2021-03-02 Millwall-Preston North End,Championship,34,Tue,2021-03-02,19:00,Millwall,2–1,Preston North End,,The Den,Keith Stroud,/en/matches/e66c5efb/Millwall-Preston-North-End-March-2-2021-Championship,,e66c5efb
ENG-Championship,2021,2021-03-02 Nottingham Forest-Luton Town,Championship,34,Tue,2021-03-02,19:45,Nottingham Forest,0–1,Luton Town,,The City Ground,Jeremy Simpson,/en/matches/2ad10be1/Nottingham-Forest-Luton-Town-March-2-2021-Championship,,2ad10be1
ENG-Championship,2021,2021-03-02 Reading-Blackburn Rovers,Championship,34,Tue,2021-03-02,20:00,Reading,1–0,Blackburn Rovers,,Madejski Stadium,Gavin Ward,/en/matches/b44d7b1c/Reading-Blackburn-Rovers-March-2-2021-Championship,,b44d7b1c
ENG-Championship,2021,2021-03-03 Bristol City-Bournemouth,Championship,34,Wed,2021-03-03,19:45,Bristol City,1–2,Bournemouth,,Ashton Gate Stadium,Simon Hooper,/en/matches/c3ecbd10/Bristol-City-Bournemouth-March-3-2021-Championship,,c3ecbd10
ENG-Championship,2021,2021-03-03 Norwich City-Brentford,Championship,34,Wed,2021-03-03,17:30,Norwich City,1–0,Brentford,,Carrow Road,Tim Robinson,/en/matches/f551121a/Norwich-City-Brentford-March-3-2021-Championship,,f551121a
ENG-Championship,2021,2021-03-03 QPR-Barnsley,Championship,34,Wed,2021-03-03,19:00,QPR,1–3,Barnsley,,Kiyan Prince Foundation Stadium,Andy Woolmer,/en/matches/4cf46fe9/Queens-Park-Rangers-Barnsley-March-3-2021-Championship,,4cf46fe9
ENG-Championship,2021,2021-03-03 Sheffield Weds-Rotherham United,Championship,34,Wed,2021-03-03,19:45,Sheffield Weds,1–2,Rotherham United,,Hillsborough Stadium,Darren Bond,/en/matches/850e9005/Sheffield-Wednesday-Rotherham-United-March-3-2021-Championship,,850e9005
ENG-Championship,2021,2021-03-03 Stoke City-Swansea City,Championship,34,Wed,2021-03-03,20:15,Stoke City,1–2,Swansea City,,Bet365 Stadium,David Webb,/en/matches/e9d549f0/Stoke-City-Swansea-City-March-3-2021-Championship,,e9d549f0
ENG-Championship,2021,2021-03-03 Watford-Wycombe Wanderers,Championship,34,Wed,2021-03-03,19:00,Watford,2–0,Wycombe Wanderers,,Vicarage Road Stadium,Geoff Eltringham,/en/matches/946409d3/Watford-Wycombe-Wanderers-March-3-2021-Championship,,946409d3
ENG-Championship,2021,2021-03-05 Huddersfield Town-Cardiff City,Championship,35,Fri,2021-03-05,19:45,Huddersfield Town,0–0,Cardiff City,,The John Smith's Stadium,Tim Robinson,/en/matches/102caedc/Huddersfield-Town-Cardiff-City-March-5-2021-Championship,,102caedc
ENG-Championship,2021,2021-03-06 Barnsley-Birmingham City,Championship,35,Sat,2021-03-06,15:00,Barnsley,1–0,Birmingham City,,Oakwell Stadium,Graham Scott,/en/matches/c636a59e/Barnsley-Birmingham-City-March-6-2021-Championship,,c636a59e
ENG-Championship,2021,2021-03-06 Bristol City-QPR,Championship,35,Sat,2021-03-06,15:00,Bristol City,0–2,QPR,,Ashton Gate Stadium,Tony Harrington,/en/matches/7cca22d4/Bristol-City-Queens-Park-Rangers-March-6-2021-Championship,,7cca22d4
ENG-Championship,2021,2021-03-06 Coventry City-Derby County,Championship,35,Sat,2021-03-06,15:00,Coventry City,1–0,Derby County,,St Andrew's Trillion Trophy Stadium,John Brooks,/en/matches/436ca333/Coventry-City-Derby-County-March-6-2021-Championship,,436ca333
ENG-Championship,2021,2021-03-06 Millwall-Blackburn Rovers,Championship,35,Sat,2021-03-06,15:00,Millwall,0–2,Blackburn Rovers,,The Den,Matt Donohue,/en/matches/626af1f0/Millwall-Blackburn-Rovers-March-6-2021-Championship,,626af1f0
ENG-Championship,2021,2021-03-06 Norwich City-Luton Town,Championship,35,Sat,2021-03-06,15:00,Norwich City,3–0,Luton Town,,Carrow Road,David Webb,/en/matches/51cfee30/Norwich-City-Luton-Town-March-6-2021-Championship,,51cfee30
ENG-Championship,2021,2021-03-06 Preston North End-Bournemouth,Championship,35,Sat,2021-03-06,15:00,Preston North End,1–1,Bournemouth,,Deepdale Stadium,Jarred Gillett,/en/matches/c8375311/Preston-North-End-Bournemouth-March-6-2021-Championship,,c8375311
ENG-Championship,2021,2021-03-06 Reading-Sheffield Weds,Championship,35,Sat,2021-03-06,15:00,Reading,3–0,Sheffield Weds,,Madejski Stadium,James Linington,/en/matches/d88248c1/Reading-Sheffield-Wednesday-March-6-2021-Championship,,d88248c1
